county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee,provisional
Jefferson,N153,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Republican,Andy BARR,2,0,2,0,,0
Jefferson,N153,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,N153,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,2,1,1,0,,0
Jefferson,N153,U.S. House,3,Republican,Daniel COBBLE,1,0,1,0,,0
Jefferson,N153,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Democratic,Amy McGRATH,6,1,5,0,,0
Jefferson,N153,U.S. Senate,,Democratic,Pamela STEVENSON,3,1,2,0,,0
Jefferson,N153,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,N153,U.S. Senate,,Democratic,Charles BOOKER,41,12,29,0,,0
Jefferson,N153,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,,0
Jefferson,N153,State Representative,43,Democratic,Joi McATEE,6,2,4,0,,0
Jefferson,N153,State Representative,43,Democratic,Robert LeVertis BELL,43,12,31,0,,0
Jefferson,N153,County Attorney,,Democratic,Sarah MARTIN,37,11,26,0,,0
Jefferson,N153,County Attorney,,Democratic,Karl PRICE,9,3,6,0,,0
Jefferson,N153,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",16,5,11,0,,0
Jefferson,N153,County Clerk,,Democratic,David YATES,29,9,20,0,,0
Jefferson,N153,Sheriff,,Democratic,Richard BREEN,2,0,2,0,,0
Jefferson,N153,Sheriff,,Democratic,Steve HEALEY,15,5,10,0,,0
Jefferson,N153,Sheriff,,Democratic,Stephen YANCEY,24,7,17,0,,0
Jefferson,N153,Louisville Mayor,,,Jody HURT,0,0,0,0,,0
Jefferson,N153,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,N153,Louisville Mayor,,,Craig GREENBERG,17,5,12,0,,0
Jefferson,N153,Louisville Mayor,,,Tina BURNELL,1,0,1,0,,0
Jefferson,N153,Louisville Mayor,,,Bob DeVORE,2,1,1,0,,0
Jefferson,N153,Louisville Mayor,,,Lisa M. Holliday HARRIS,1,0,1,0,,0
Jefferson,N153,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,N153,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N153,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,34,9,25,0,,0
Jefferson,N154,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,N154,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N154,U.S. Senate,,Republican,Daniel CAMERON,4,0,4,0,,0
Jefferson,N154,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N154,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N154,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N154,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,N154,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N154,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N154,U.S. Senate,,Republican,Other Donald WENZEL,1,1,0,0,,0
Jefferson,N154,U.S. Senate,,Republican,Andy BARR,1,0,1,0,,0
Jefferson,N154,U.S. House,3,Republican,David Joseph NICHTER,2,0,2,0,,0
Jefferson,N154,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,4,0,4,0,,0
Jefferson,N154,U.S. House,3,Republican,Daniel COBBLE,1,0,1,0,,0
Jefferson,N154,U.S. House,3,Republican,Donald PAY,1,1,0,0,,0
Jefferson,N154,State Senate,26,Republican,Everett C. CORLEY,4,0,4,0,,0
Jefferson,N154,State Senate,26,Republican,Sheeba JOLLY,4,1,3,0,,0
Jefferson,N154,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,N154,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,N154,U.S. Senate,,Democratic,Amy McGRATH,14,3,10,1,,0
Jefferson,N154,U.S. Senate,,Democratic,Pamela STEVENSON,5,2,2,1,,0
Jefferson,N154,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,N154,U.S. Senate,,Democratic,Charles BOOKER,65,9,55,1,,0
Jefferson,N154,U.S. Senate,,Democratic,Dale Lewis ROMANS,2,1,1,0,,0
Jefferson,N154,State Representative,43,Democratic,Joi McATEE,39,8,29,2,,0
Jefferson,N154,State Representative,43,Democratic,Robert LeVertis BELL,43,7,35,1,,0
Jefferson,N154,County Attorney,,Democratic,Sarah MARTIN,48,9,37,2,,0
Jefferson,N154,County Attorney,,Democratic,Karl PRICE,31,4,26,1,,0
Jefferson,N154,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",38,6,31,1,,0
Jefferson,N154,County Clerk,,Democratic,David YATES,48,9,37,2,,0
Jefferson,N154,Sheriff,,Democratic,Richard BREEN,8,2,5,1,,0
Jefferson,N154,Sheriff,,Democratic,Steve HEALEY,32,5,25,2,,0
Jefferson,N154,Sheriff,,Democratic,Stephen YANCEY,42,7,35,0,,0
Jefferson,N154,Louisville Mayor,,,Jody HURT,0,0,0,0,,0
Jefferson,N154,Louisville Mayor,,,Douglas LATTIMORE,1,0,1,0,,0
Jefferson,N154,Louisville Mayor,,,Craig GREENBERG,40,7,31,2,,0
Jefferson,N154,Louisville Mayor,,,Tina BURNELL,2,0,2,0,,0
Jefferson,N154,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,N154,Louisville Mayor,,,Lisa M. Holliday HARRIS,1,0,1,0,,0
Jefferson,N154,Louisville Mayor,,,Matthew Solomon BAILEY,1,0,1,0,,0
Jefferson,N154,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N154,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,51,9,41,1,,0
Jefferson,N155,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,N155,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N155,U.S. Senate,,Republican,Daniel CAMERON,0,0,0,0,,0
Jefferson,N155,U.S. Senate,,Republican,A. Nick SHELLEY,1,0,1,0,,0
Jefferson,N155,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N155,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,N155,U.S. Senate,,Republican,Michael James FARIS,1,0,0,1,,0
Jefferson,N155,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N155,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N155,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N155,U.S. Senate,,Republican,Andy BARR,3,0,3,0,,0
Jefferson,N155,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,N155,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,5,0,4,1,,0
Jefferson,N155,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,N155,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N155,State Senate,26,Republican,Everett C. CORLEY,4,0,3,1,,0
Jefferson,N155,State Senate,26,Republican,Sheeba JOLLY,1,0,1,0,,0
Jefferson,N155,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,N155,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,2,0,,0
Jefferson,N155,U.S. Senate,,Democratic,Amy McGRATH,11,0,9,2,,0
Jefferson,N155,U.S. Senate,,Democratic,Pamela STEVENSON,5,2,3,0,,0
Jefferson,N155,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,N155,U.S. Senate,,Democratic,Charles BOOKER,77,10,67,0,,0
Jefferson,N155,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,,0
Jefferson,N155,State Representative,43,Democratic,Joi McATEE,48,5,43,0,,0
Jefferson,N155,State Representative,43,Democratic,Robert LeVertis BELL,45,6,37,2,,0
Jefferson,N155,County Attorney,,Democratic,Sarah MARTIN,68,5,62,1,,0
Jefferson,N155,County Attorney,,Democratic,Karl PRICE,22,6,16,0,,0
Jefferson,N155,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",46,6,40,0,,0
Jefferson,N155,County Clerk,,Democratic,David YATES,48,6,40,2,,0
Jefferson,N155,Sheriff,,Democratic,Richard BREEN,12,0,11,1,,0
Jefferson,N155,Sheriff,,Democratic,Steve HEALEY,33,1,32,0,,0
Jefferson,N155,Sheriff,,Democratic,Stephen YANCEY,43,10,33,0,,0
Jefferson,N155,Louisville Mayor,,,Jody HURT,2,0,2,0,,0
Jefferson,N155,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,N155,Louisville Mayor,,,Craig GREENBERG,33,4,27,2,,0
Jefferson,N155,Louisville Mayor,,,Tina BURNELL,2,0,1,1,,0
Jefferson,N155,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,N155,Louisville Mayor,,,Lisa M. Holliday HARRIS,4,0,4,0,,0
Jefferson,N155,Louisville Mayor,,,Matthew Solomon BAILEY,1,0,1,0,,0
Jefferson,N155,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N155,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,61,8,53,0,,0
Jefferson,N156,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,N156,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N156,U.S. Senate,,Republican,Daniel CAMERON,1,0,1,0,,0
Jefferson,N156,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N156,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N156,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N156,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,,0
Jefferson,N156,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N156,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N156,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N156,U.S. Senate,,Republican,Andy BARR,3,1,2,0,,0
Jefferson,N156,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,N156,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,2,1,1,0,,0
Jefferson,N156,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,N156,U.S. House,3,Republican,Donald PAY,2,0,2,0,,0
Jefferson,N156,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,N156,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,3,0,3,0,,0
Jefferson,N156,U.S. Senate,,Democratic,Amy McGRATH,23,2,19,2,,0
Jefferson,N156,U.S. Senate,,Democratic,Pamela STEVENSON,11,2,9,0,,0
Jefferson,N156,U.S. Senate,,Democratic,Logan FORSYTHE,2,2,0,0,,0
Jefferson,N156,U.S. Senate,,Democratic,Charles BOOKER,96,19,73,4,,0
Jefferson,N156,U.S. Senate,,Democratic,Dale Lewis ROMANS,1,1,0,0,,0
Jefferson,N156,State Representative,43,Democratic,Joi McATEE,72,13,54,5,,0
Jefferson,N156,State Representative,43,Democratic,Robert LeVertis BELL,61,12,49,0,,0
Jefferson,N156,County Attorney,,Democratic,Sarah MARTIN,78,14,61,3,,0
Jefferson,N156,County Attorney,,Democratic,Karl PRICE,53,11,39,3,,0
Jefferson,N156,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",52,5,44,3,,0
Jefferson,N156,County Clerk,,Democratic,David YATES,80,21,56,3,,0
Jefferson,N156,Sheriff,,Democratic,Richard BREEN,20,4,15,1,,0
Jefferson,N156,Sheriff,,Democratic,Steve HEALEY,44,8,35,1,,0
Jefferson,N156,Sheriff,,Democratic,Stephen YANCEY,64,14,46,4,,0
Jefferson,N156,Louisville Mayor,,,Jody HURT,1,0,1,0,,0
Jefferson,N156,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,N156,Louisville Mayor,,,Craig GREENBERG,67,21,44,2,,0
Jefferson,N156,Louisville Mayor,,,Tina BURNELL,3,1,2,0,,0
Jefferson,N156,Louisville Mayor,,,Bob DeVORE,1,1,0,0,,0
Jefferson,N156,Louisville Mayor,,,Lisa M. Holliday HARRIS,2,0,2,0,,0
Jefferson,N156,Louisville Mayor,,,Matthew Solomon BAILEY,2,0,1,1,,0
Jefferson,N156,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N156,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,76,8,65,3,,0
Jefferson,N157,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,N157,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N157,U.S. Senate,,Republican,Daniel CAMERON,0,0,0,0,,0
Jefferson,N157,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N157,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",1,0,1,0,,0
Jefferson,N157,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N157,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,,0
Jefferson,N157,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N157,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N157,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N157,U.S. Senate,,Republican,Andy BARR,7,1,6,0,,0
Jefferson,N157,U.S. House,3,Republican,David Joseph NICHTER,1,0,1,0,,0
Jefferson,N157,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,5,0,5,0,,0
Jefferson,N157,U.S. House,3,Republican,Daniel COBBLE,4,1,3,0,,0
Jefferson,N157,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N157,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,N157,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,2,0,,0
Jefferson,N157,U.S. Senate,,Democratic,Amy McGRATH,25,0,25,0,,0
Jefferson,N157,U.S. Senate,,Democratic,Pamela STEVENSON,10,0,9,1,,0
Jefferson,N157,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,,0
Jefferson,N157,U.S. Senate,,Democratic,Charles BOOKER,37,0,36,1,,0
Jefferson,N157,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,,0
Jefferson,N157,State Representative,43,Democratic,Joi McATEE,36,0,35,1,,0
Jefferson,N157,State Representative,43,Democratic,Robert LeVertis BELL,34,0,33,1,,0
Jefferson,N157,County Attorney,,Democratic,Sarah MARTIN,53,0,52,1,,0
Jefferson,N157,County Attorney,,Democratic,Karl PRICE,21,0,21,0,,0
Jefferson,N157,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",21,0,20,1,,0
Jefferson,N157,County Clerk,,Democratic,David YATES,51,0,51,0,,0
Jefferson,N157,Sheriff,,Democratic,Richard BREEN,22,0,22,0,,0
Jefferson,N157,Sheriff,,Democratic,Steve HEALEY,27,0,26,1,,0
Jefferson,N157,Sheriff,,Democratic,Stephen YANCEY,23,0,23,0,,0
Jefferson,N157,Louisville Mayor,,,Jody HURT,5,0,5,0,,0
Jefferson,N157,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,N157,Louisville Mayor,,,Craig GREENBERG,61,1,59,1,,0
Jefferson,N157,Louisville Mayor,,,Tina BURNELL,4,0,3,1,,0
Jefferson,N157,Louisville Mayor,,,Bob DeVORE,1,0,1,0,,0
Jefferson,N157,Louisville Mayor,,,Lisa M. Holliday HARRIS,3,0,3,0,,0
Jefferson,N157,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,N157,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N157,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,19,1,17,1,,0
Jefferson,N158,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Republican,Daniel CAMERON,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Republican,Andy BARR,0,0,0,0,,0
Jefferson,N158,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,N158,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,0,0,0,0,,0
Jefferson,N158,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,N158,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N158,State Senate,26,Republican,Everett C. CORLEY,0,0,0,0,,0
Jefferson,N158,State Senate,26,Republican,Sheeba JOLLY,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Democratic,Amy McGRATH,4,0,4,0,,0
Jefferson,N158,U.S. Senate,,Democratic,Pamela STEVENSON,7,2,5,0,,0
Jefferson,N158,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,N158,U.S. Senate,,Democratic,Charles BOOKER,50,9,39,2,,0
Jefferson,N158,U.S. Senate,,Democratic,Dale Lewis ROMANS,0,0,0,0,,0
Jefferson,N158,State Representative,43,Democratic,Joi McATEE,22,3,19,0,,0
Jefferson,N158,State Representative,43,Democratic,Robert LeVertis BELL,36,6,28,2,,0
Jefferson,N158,County Attorney,,Democratic,Sarah MARTIN,42,5,37,0,,0
Jefferson,N158,County Attorney,,Democratic,Karl PRICE,15,4,9,2,,0
Jefferson,N158,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",31,4,25,2,,0
Jefferson,N158,County Clerk,,Democratic,David YATES,28,6,22,0,,0
Jefferson,N158,Sheriff,,Democratic,Richard BREEN,6,1,5,0,,0
Jefferson,N158,Sheriff,,Democratic,Steve HEALEY,22,2,20,0,,0
Jefferson,N158,Sheriff,,Democratic,Stephen YANCEY,28,5,21,2,,0
Jefferson,N158,Louisville Mayor,,,Jody HURT,1,1,0,0,,0
Jefferson,N158,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,N158,Louisville Mayor,,,Craig GREENBERG,16,5,11,0,,0
Jefferson,N158,Louisville Mayor,,,Tina BURNELL,0,0,0,0,,0
Jefferson,N158,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,N158,Louisville Mayor,,,Lisa M. Holliday HARRIS,0,0,0,0,,0
Jefferson,N158,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,N158,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N158,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,44,5,37,2,,0
Jefferson,N160,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,N160,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N160,U.S. Senate,,Republican,Daniel CAMERON,0,0,0,0,,0
Jefferson,N160,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N160,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N160,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N160,U.S. Senate,,Republican,Michael James FARIS,1,1,0,0,,0
Jefferson,N160,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N160,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N160,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N160,U.S. Senate,,Republican,Andy BARR,7,3,4,0,,0
Jefferson,N160,U.S. House,3,Republican,David Joseph NICHTER,1,1,0,0,,0
Jefferson,N160,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,6,3,3,0,,0
Jefferson,N160,U.S. House,3,Republican,Daniel COBBLE,2,0,2,0,,0
Jefferson,N160,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N160,State Senate,26,Republican,Everett C. CORLEY,8,4,4,0,,0
Jefferson,N160,State Senate,26,Republican,Sheeba JOLLY,1,0,1,0,,0
Jefferson,N160,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,N160,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,N160,U.S. Senate,,Democratic,Amy McGRATH,24,8,15,1,,0
Jefferson,N160,U.S. Senate,,Democratic,Pamela STEVENSON,13,5,7,1,,0
Jefferson,N160,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,2,0,,0
Jefferson,N160,U.S. Senate,,Democratic,Charles BOOKER,154,35,115,4,,0
Jefferson,N160,U.S. Senate,,Democratic,Dale Lewis ROMANS,3,2,1,0,,0
Jefferson,N160,State Representative,43,Democratic,Joi McATEE,90,28,59,3,,0
Jefferson,N160,State Representative,43,Democratic,Robert LeVertis BELL,97,20,74,3,,0
Jefferson,N160,County Attorney,,Democratic,Sarah MARTIN,126,30,93,3,,0
Jefferson,N160,County Attorney,,Democratic,Karl PRICE,63,18,42,3,,0
Jefferson,N160,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",81,14,63,4,,0
Jefferson,N160,County Clerk,,Democratic,David YATES,112,36,74,2,,0
Jefferson,N160,Sheriff,,Democratic,Richard BREEN,32,14,15,3,,0
Jefferson,N160,Sheriff,,Democratic,Steve HEALEY,74,12,61,1,,0
Jefferson,N160,Sheriff,,Democratic,Stephen YANCEY,81,21,58,2,,0
Jefferson,N160,Louisville Mayor,,,Jody HURT,1,0,1,0,,0
Jefferson,N160,Louisville Mayor,,,Douglas LATTIMORE,1,1,0,0,,0
Jefferson,N160,Louisville Mayor,,,Craig GREENBERG,69,16,51,2,,0
Jefferson,N160,Louisville Mayor,,,Tina BURNELL,4,1,3,0,,0
Jefferson,N160,Louisville Mayor,,,Bob DeVORE,1,1,0,0,,0
Jefferson,N160,Louisville Mayor,,,Lisa M. Holliday HARRIS,3,1,1,1,,0
Jefferson,N160,Louisville Mayor,,,Matthew Solomon BAILEY,6,4,2,0,,0
Jefferson,N160,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,N160,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,130,31,96,3,,0
Jefferson,N161,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Republican,Daniel CAMERON,2,2,0,0,,0
Jefferson,N161,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Republican,Andy BARR,0,0,0,0,,0
Jefferson,N161,U.S. House,3,Republican,David Joseph NICHTER,0,0,0,0,,0
Jefferson,N161,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,1,1,0,0,,0
Jefferson,N161,U.S. House,3,Republican,Daniel COBBLE,0,0,0,0,,0
Jefferson,N161,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,1,1,,0
Jefferson,N161,U.S. Senate,,Democratic,Amy McGRATH,9,0,9,0,,0
Jefferson,N161,U.S. Senate,,Democratic,Pamela STEVENSON,7,2,5,0,,0
Jefferson,N161,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,N161,U.S. Senate,,Democratic,Charles BOOKER,45,11,31,3,,0
Jefferson,N161,U.S. Senate,,Democratic,Dale Lewis ROMANS,1,0,0,1,,0
Jefferson,N161,State Representative,43,Democratic,Joi McATEE,26,5,19,2,,0
Jefferson,N161,State Representative,43,Democratic,Robert LeVertis BELL,35,8,24,3,,0
Jefferson,N161,County Attorney,,Democratic,Sarah MARTIN,28,8,17,3,,0
Jefferson,N161,County Attorney,,Democratic,Karl PRICE,34,5,27,2,,0
Jefferson,N161,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",31,5,25,1,,0
Jefferson,N161,County Clerk,,Democratic,David YATES,32,8,20,4,,0
Jefferson,N161,Sheriff,,Democratic,Richard BREEN,6,2,4,0,,0
Jefferson,N161,Sheriff,,Democratic,Steve HEALEY,20,5,12,3,,0
Jefferson,N161,Sheriff,,Democratic,Stephen YANCEY,36,6,28,2,,0
Jefferson,N161,Louisville Mayor,,,Jody HURT,2,0,1,1,,0
Jefferson,N161,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,N161,Louisville Mayor,,,Craig GREENBERG,31,8,19,4,,0
Jefferson,N161,Louisville Mayor,,,Tina BURNELL,1,1,0,0,,0
Jefferson,N161,Louisville Mayor,,,Bob DeVORE,2,1,1,0,,0
