county,precinct,office,district,party,candidate,votes,election
Leslie,B101,Auditor of Public Accounts,,,Chris TOBE,1,1
Leslie,B102,Auditor of Public Accounts,,,Chris TOBE,1,1
Leslie,B103,Auditor of Public Accounts,,,Chris TOBE,0,0
Leslie,B104,Auditor of Public Accounts,,,Chris TOBE,0,0
Leslie,C101,Auditor of Public Accounts,,,Chris TOBE,3,3
Leslie,C102,Auditor of Public Accounts,,,Chris TOBE,0,0
Leslie,C103,Auditor of Public Accounts,,,Chris TOBE,1,1
Leslie,D101,Auditor of Public Accounts,,,Chris TOBE,0,0
Leslie,D102,Auditor of Public Accounts,,,Chris TOBE,2,2
Leslie,D103,Auditor of Public Accounts,,,Chris TOBE,1,1
Leslie,D104,Auditor of Public Accounts,,,Chris TOBE,0,0
Leslie,D105,Auditor of Public Accounts,,,Chris TOBE,0,0
Leslie,A101,State Treasurer,,,Michael BOWMAN,1,1
Leslie,A102,State Treasurer,,,Michael BOWMAN,3,3
Leslie,A103,State Treasurer,,,Michael BOWMAN,0,0
Leslie,A104,State Treasurer,,,Michael BOWMAN,2,2
Leslie,A105,State Treasurer,,,Michael BOWMAN,1,1
Leslie,B101,State Treasurer,,,Michael BOWMAN,6,6
Leslie,B102,State Treasurer,,,Michael BOWMAN,22,22
Leslie,B103,State Treasurer,,,Michael BOWMAN,0,0
Leslie,B104,State Treasurer,,,Michael BOWMAN,1,1
Leslie,C101,State Treasurer,,,Michael BOWMAN,6,6
Leslie,C102,State Treasurer,,,Michael BOWMAN,2,2
Leslie,C103,State Treasurer,,,Michael BOWMAN,4,4
Leslie,D101,State Treasurer,,,Michael BOWMAN,3,3
Leslie,D102,State Treasurer,,,Michael BOWMAN,8,8
Leslie,D103,State Treasurer,,,Michael BOWMAN,8,8
Leslie,D104,State Treasurer,,,Michael BOWMAN,7,7
Leslie,D105,State Treasurer,,,Michael BOWMAN,1,1
Leslie,A101,State Treasurer,,,Josh MERS,1,1
Leslie,A102,State Treasurer,,,Josh MERS,3,3
Leslie,A103,State Treasurer,,,Josh MERS,0,0
Leslie,A104,State Treasurer,,,Josh MERS,3,3
Leslie,A105,State Treasurer,,,Josh MERS,1,1
Leslie,B101,State Treasurer,,,Josh MERS,7,7
Leslie,B102,State Treasurer,,,Josh MERS,5,5
Leslie,B103,State Treasurer,,,Josh MERS,0,0
Leslie,B104,State Treasurer,,,Josh MERS,0,0
Leslie,C101,State Treasurer,,,Josh MERS,2,2
Leslie,C102,State Treasurer,,,Josh MERS,0,0
Leslie,C103,State Treasurer,,,Josh MERS,0,0
Leslie,D101,State Treasurer,,,Josh MERS,2,2
Leslie,D102,State Treasurer,,,Josh MERS,2,2
Leslie,D103,State Treasurer,,,Josh MERS,0,0
Leslie,D104,State Treasurer,,,Josh MERS,0,0
Leslie,D105,State Treasurer,,,Josh MERS,0,0
Leslie,A101,Commissioner of Agriculture,,,Bill POLYNIAK,14,14
Leslie,A102,Commissioner of Agriculture,,,Bill POLYNIAK,34,34
Leslie,A103,Commissioner of Agriculture,,,Bill POLYNIAK,2,2
Leslie,A104,Commissioner of Agriculture,,,Bill POLYNIAK,27,27
Leslie,A105,Commissioner of Agriculture,,,Bill POLYNIAK,9,9
Leslie,B101,Commissioner of Agriculture,,,Bill POLYNIAK,17,17
Leslie,B102,Commissioner of Agriculture,,,Bill POLYNIAK,12,12
Leslie,B103,Commissioner of Agriculture,,,Bill POLYNIAK,16,16
Leslie,B104,Commissioner of Agriculture,,,Bill POLYNIAK,7,7
Leslie,C101,Commissioner of Agriculture,,,Bill POLYNIAK,31,31
Leslie,C102,Commissioner of Agriculture,,,Bill POLYNIAK,16,16
Leslie,C103,Commissioner of Agriculture,,,Bill POLYNIAK,49,49
Leslie,D101,Commissioner of Agriculture,,,Bill POLYNIAK,27,27
Leslie,D102,Commissioner of Agriculture,,,Bill POLYNIAK,9,9
Leslie,D103,Commissioner of Agriculture,,,Bill POLYNIAK,18,18
Leslie,D104,Commissioner of Agriculture,,,Bill POLYNIAK,25,25
Leslie,D105,Commissioner of Agriculture,,,Bill POLYNIAK,5,5
Leslie,A101,Commissioner of Agriculture,,,Ryan F. QUARLES,33,33
Leslie,A102,Commissioner of Agriculture,,,Ryan F. QUARLES,70,70
Leslie,A103,Commissioner of Agriculture,,,Ryan F. QUARLES,3,3
Leslie,A104,Commissioner of Agriculture,,,Ryan F. QUARLES,79,79
Leslie,A105,Commissioner of Agriculture,,,Ryan F. QUARLES,20,20
Leslie,B101,Commissioner of Agriculture,,,Ryan F. QUARLES,88,88
Leslie,B102,Commissioner of Agriculture,,,Ryan F. QUARLES,28,28
Leslie,B103,Commissioner of Agriculture,,,Ryan F. QUARLES,47,47
Leslie,B104,Commissioner of Agriculture,,,Ryan F. QUARLES,24,24
Leslie,C101,Commissioner of Agriculture,,,Ryan F. QUARLES,85,85
Leslie,C102,Commissioner of Agriculture,,,Ryan F. QUARLES,35,35
Leslie,C103,Commissioner of Agriculture,,,Ryan F. QUARLES,82,82
Leslie,D101,Commissioner of Agriculture,,,Ryan F. QUARLES,60,60
Leslie,D102,Commissioner of Agriculture,,,Ryan F. QUARLES,56,56
Leslie,D103,Commissioner of Agriculture,,,Ryan F. QUARLES,29,29
Leslie,D104,Commissioner of Agriculture,,,Ryan F. QUARLES,65,65
Leslie,D105,Commissioner of Agriculture,,,Ryan F. QUARLES,15,15
Leslie,A101,Commissioner of Agriculture,,,Robert Haley CONWAY,0,0
Leslie,A102,Commissioner of Agriculture,,,Robert Haley CONWAY,3,3
Leslie,A103,Commissioner of Agriculture,,,Robert Haley CONWAY,0,0
Leslie,A104,Commissioner of Agriculture,,,Robert Haley CONWAY,6,6
Leslie,A105,Commissioner of Agriculture,,,Robert Haley CONWAY,2,2
Leslie,B101,Commissioner of Agriculture,,,Robert Haley CONWAY,9,9
Leslie,B102,Commissioner of Agriculture,,,Robert Haley CONWAY,14,14
Leslie,B103,Commissioner of Agriculture,,,Robert Haley CONWAY,0,0
Leslie,B104,Commissioner of Agriculture,,,Robert Haley CONWAY,1,1
Leslie,C101,Commissioner of Agriculture,,,Robert Haley CONWAY,5,5
Leslie,C102,Commissioner of Agriculture,,,Robert Haley CONWAY,2,2
Leslie,C103,Commissioner of Agriculture,,,Robert Haley CONWAY,3,3
Leslie,D101,Commissioner of Agriculture,,,Robert Haley CONWAY,3,3
Leslie,D102,Commissioner of Agriculture,,,Robert Haley CONWAY,6,6
Leslie,D103,Commissioner of Agriculture,,,Robert Haley CONWAY,7,7
Leslie,D104,Commissioner of Agriculture,,,Robert Haley CONWAY,5,5
Leslie,D105,Commissioner of Agriculture,,,Robert Haley CONWAY,1,1
Leslie,A101,Commissioner of Agriculture,,,Joe TRIGG,2,2
Leslie,A102,Commissioner of Agriculture,,,Joe TRIGG,3,3
Leslie,A103,Commissioner of Agriculture,,,Joe TRIGG,0,0
Leslie,A104,Commissioner of Agriculture,,,Joe TRIGG,1,1
Leslie,A105,Commissioner of Agriculture,,,Joe TRIGG,0,0
Leslie,B101,Commissioner of Agriculture,,,Joe TRIGG,4,4
Leslie,B102,Commissioner of Agriculture,,,Joe TRIGG,15,15
Leslie,B103,Commissioner of Agriculture,,,Joe TRIGG,0,0
Leslie,B104,Commissioner of Agriculture,,,Joe TRIGG,0,0
Leslie,C101,Commissioner of Agriculture,,,Joe TRIGG,2,2
Leslie,C102,Commissioner of Agriculture,,,Joe TRIGG,0,0
Leslie,C103,Commissioner of Agriculture,,,Joe TRIGG,1,1
Leslie,D101,Commissioner of Agriculture,,,Joe TRIGG,2,2
Leslie,D102,Commissioner of Agriculture,,,Joe TRIGG,2,2
Leslie,D103,Commissioner of Agriculture,,,Joe TRIGG,1,1
Leslie,D104,Commissioner of Agriculture,,,Joe TRIGG,2,2
Leslie,D105,Commissioner of Agriculture,,,Joe TRIGG,0,0
