county,office,district,party,candidate,votes
Franklin,F103,Attorney General,,REP,Daniel CAMERON,256.0
Franklin,F103,Attorney General,,DEM,Gregory D. STUMBO,168.0
Franklin,F104A,Attorney General,,REP,Daniel CAMERON,206.0
Franklin,F104A,Attorney General,,DEM,Gregory D. STUMBO,308.0
Franklin,F105A,Attorney General,,REP,Daniel CAMERON,102.0
Franklin,F105A,Attorney General,,DEM,Gregory D. STUMBO,220.0
Franklin,F106,Attorney General,,REP,Daniel CAMERON,215.0
Franklin,F106,Attorney General,,DEM,Gregory D. STUMBO,192.0
Franklin,F108,Attorney General,,REP,Daniel CAMERON,367.0
Franklin,F108,Attorney General,,DEM,Gregory D. STUMBO,301.0
Franklin,AB,Auditor of Public Accounts,,REP,Mike HARMON,352.0
Franklin,AB,Auditor of Public Accounts,,DEM,Sheri DONAHUE,556.0
Franklin,AB,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,21.0
Franklin,A101,Auditor of Public Accounts,,REP,Mike HARMON,354.0
Franklin,A101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,343.0
Franklin,A101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,15.0
Franklin,A102A,Auditor of Public Accounts,,REP,Mike HARMON,181.0
Franklin,A102A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,220.0
Franklin,A102A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,17.0
Franklin,A103A,Auditor of Public Accounts,,REP,Mike HARMON,53.0
Franklin,A103A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,244.0
Franklin,A103A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,14.0
Franklin,A104A,Auditor of Public Accounts,,REP,Mike HARMON,128.0
Franklin,A104A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,212.0
Franklin,A104A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,7.0
Franklin,A105A,Auditor of Public Accounts,,REP,Mike HARMON,95.0
Franklin,A105A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,248.0
Franklin,A105A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,22.0
Franklin,A106,Auditor of Public Accounts,,REP,Mike HARMON,295.0
Franklin,A106,Auditor of Public Accounts,,DEM,Sheri DONAHUE,176.0
Franklin,A106,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,25.0
Franklin,A107A,Auditor of Public Accounts,,REP,Mike HARMON,93.0
Franklin,A107A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,302.0
Franklin,A107A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,11.0
Franklin,A108,Auditor of Public Accounts,,REP,Mike HARMON,246.0
Franklin,A108,Auditor of Public Accounts,,DEM,Sheri DONAHUE,242.0
Franklin,A108,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,20.0
Franklin,B101,Auditor of Public Accounts,,REP,Mike HARMON,372.0
Franklin,B101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,331.0
Franklin,B101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,21.0
Franklin,B102,Auditor of Public Accounts,,REP,Mike HARMON,293.0
Franklin,B102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,338.0
Franklin,B102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,20.0
Franklin,B103A,Auditor of Public Accounts,,REP,Mike HARMON,158.0
Franklin,B103A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,159.0
Franklin,B103A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,16.0
Franklin,B105A,Auditor of Public Accounts,,REP,Mike HARMON,150.0
Franklin,B105A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,158.0
Franklin,B105A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,20.0
Franklin,B106,Auditor of Public Accounts,,REP,Mike HARMON,669.0
Franklin,B106,Auditor of Public Accounts,,DEM,Sheri DONAHUE,641.0
Franklin,B106,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,26.0
Franklin,B108A,Auditor of Public Accounts,,REP,Mike HARMON,237.0
Franklin,B108A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,228.0
Franklin,B108A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,21.0
Franklin,B109A,Auditor of Public Accounts,,REP,Mike HARMON,69.0
Franklin,B109A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,80.0
Franklin,B109A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,9.0
Franklin,C101A,Auditor of Public Accounts,,REP,Mike HARMON,109.0
Franklin,C101A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,121.0
Franklin,C101A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,14.0
Franklin,C102A,Auditor of Public Accounts,,REP,Mike HARMON,69.0
Franklin,C102A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,189.0
Franklin,C102A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,12.0
Franklin,C105A,Auditor of Public Accounts,,REP,Mike HARMON,127.0
Franklin,C105A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,150.0
Franklin,C105A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,6.0
Franklin,C106A,Auditor of Public Accounts,,REP,Mike HARMON,157.0
Franklin,C106A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,159.0
Franklin,C106A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,11.0
Franklin,C107A,Auditor of Public Accounts,,REP,Mike HARMON,311.0
Franklin,C107A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,361.0
Franklin,C107A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,18.0
Franklin,C108,Auditor of Public Accounts,,REP,Mike HARMON,272.0
Franklin,C108,Auditor of Public Accounts,,DEM,Sheri DONAHUE,226.0
Franklin,C108,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,13.0
Franklin,C109A,Auditor of Public Accounts,,REP,Mike HARMON,220.0
Franklin,C109A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,332.0
Franklin,C109A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,17.0
Franklin,C110A,Auditor of Public Accounts,,REP,Mike HARMON,174.0
Franklin,C110A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,190.0
Franklin,C110A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,10.0
Franklin,D101,Auditor of Public Accounts,,REP,Mike HARMON,191.0
Franklin,D101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,136.0
Franklin,D101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,13.0
Franklin,D102,Auditor of Public Accounts,,REP,Mike HARMON,314.0
Franklin,D102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,240.0
Franklin,D102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,21.0
Franklin,D103,Auditor of Public Accounts,,REP,Mike HARMON,163.0
Franklin,D103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,99.0
Franklin,D103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,11.0
Franklin,D104,Auditor of Public Accounts,,REP,Mike HARMON,173.0
Franklin,D104,Auditor of Public Accounts,,DEM,Sheri DONAHUE,155.0
Franklin,D104,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,9.0
Franklin,D105A,Auditor of Public Accounts,,REP,Mike HARMON,75.0
Franklin,D105A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,104.0
Franklin,D105A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,9.0
Franklin,D106A,Auditor of Public Accounts,,REP,Mike HARMON,52.0
Franklin,D106A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,129.0
Franklin,D106A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,8.0
Franklin,D107A,Auditor of Public Accounts,,REP,Mike HARMON,90.0
Franklin,D107A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,150.0
Franklin,D107A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,9.0
Franklin,D108A,Auditor of Public Accounts,,REP,Mike HARMON,113.0
Franklin,D108A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,130.0
Franklin,D108A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,9.0
Franklin,D109A,Auditor of Public Accounts,,REP,Mike HARMON,66.0
Franklin,D109A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,162.0
Franklin,D109A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,9.0
Franklin,E101,Auditor of Public Accounts,,REP,Mike HARMON,371.0
Franklin,E101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,382.0
Franklin,E101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,22.0
Franklin,E102,Auditor of Public Accounts,,REP,Mike HARMON,547.0
Franklin,E102,Auditor of Public Accounts,,DEM,Sheri DONAHUE,520.0
Franklin,E102,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,36.0
Franklin,E108A,Auditor of Public Accounts,,REP,Mike HARMON,199.0
Franklin,E108A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,255.0
Franklin,E108A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,20.0
Franklin,E109A,Auditor of Public Accounts,,REP,Mike HARMON,204.0
Franklin,E109A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,251.0
Franklin,E109A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,15.0
Franklin,E110A,Auditor of Public Accounts,,REP,Mike HARMON,141.0
Franklin,E110A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,217.0
Franklin,E110A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,17.0
Franklin,F101,Auditor of Public Accounts,,REP,Mike HARMON,223.0
Franklin,F101,Auditor of Public Accounts,,DEM,Sheri DONAHUE,117.0
Franklin,F101,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,13.0
Franklin,F102A,Auditor of Public Accounts,,REP,Mike HARMON,45.0
Franklin,F102A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,167.0
Franklin,F102A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,11.0
Franklin,F103,Auditor of Public Accounts,,REP,Mike HARMON,239.0
Franklin,F103,Auditor of Public Accounts,,DEM,Sheri DONAHUE,157.0
Franklin,F103,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,19.0
Franklin,F104A,Auditor of Public Accounts,,REP,Mike HARMON,208.0
Franklin,F104A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,283.0
Franklin,F104A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,21.0
Franklin,F105A,Auditor of Public Accounts,,REP,Mike HARMON,92.0
Franklin,F105A,Auditor of Public Accounts,,DEM,Sheri DONAHUE,219.0
Franklin,F105A,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,12.0
Franklin,F106,Auditor of Public Accounts,,REP,Mike HARMON,210.0
Franklin,F106,Auditor of Public Accounts,,DEM,Sheri DONAHUE,176.0
Franklin,F106,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,11.0
Franklin,F108,Auditor of Public Accounts,,REP,Mike HARMON,366.0
Franklin,F108,Auditor of Public Accounts,,DEM,Sheri DONAHUE,284.0
Franklin,F108,Auditor of Public Accounts,,LIB,Kyle HUGENBERG,14.0
Franklin,AB,State Treasurer,,REP,Allison BALL,418.0
Franklin,AB,State Treasurer,,DEM,Michael BOWMAN,510.0
Franklin,A101,State Treasurer,,REP,Allison BALL,381.0
Franklin,A101,State Treasurer,,DEM,Michael BOWMAN,333.0
Franklin,A102A,State Treasurer,,REP,Allison BALL,207.0
Franklin,A102A,State Treasurer,,DEM,Michael BOWMAN,209.0
Franklin,A103A,State Treasurer,,REP,Allison BALL,76.0
Franklin,A103A,State Treasurer,,DEM,Michael BOWMAN,239.0
Franklin,A104A,State Treasurer,,REP,Allison BALL,153.0
Franklin,A104A,State Treasurer,,DEM,Michael BOWMAN,198.0
Franklin,A105A,State Treasurer,,REP,Allison BALL,110.0
Franklin,A105A,State Treasurer,,DEM,Michael BOWMAN,249.0
Franklin,A106,State Treasurer,,REP,Allison BALL,329.0
Franklin,A106,State Treasurer,,DEM,Michael BOWMAN,167.0
Franklin,A107A,State Treasurer,,REP,Allison BALL,127.0
Franklin,A107A,State Treasurer,,DEM,Michael BOWMAN,275.0
Franklin,A108,State Treasurer,,REP,Allison BALL,297.0
Franklin,A108,State Treasurer,,DEM,Michael BOWMAN,213.0
Franklin,B101,State Treasurer,,REP,Allison BALL,423.0
Franklin,B101,State Treasurer,,DEM,Michael BOWMAN,299.0
Franklin,B102,State Treasurer,,REP,Allison BALL,339.0
Franklin,B102,State Treasurer,,DEM,Michael BOWMAN,323.0
Franklin,B103A,State Treasurer,,REP,Allison BALL,182.0
Franklin,B103A,State Treasurer,,DEM,Michael BOWMAN,151.0
Franklin,B105A,State Treasurer,,REP,Allison BALL,173.0
Franklin,B105A,State Treasurer,,DEM,Michael BOWMAN,156.0
Franklin,B106,State Treasurer,,REP,Allison BALL,741.0
Franklin,B106,State Treasurer,,DEM,Michael BOWMAN,597.0
Franklin,B108A,State Treasurer,,REP,Allison BALL,263.0
Franklin,B108A,State Treasurer,,DEM,Michael BOWMAN,231.0
Franklin,B109A,State Treasurer,,REP,Allison BALL,70.0
Franklin,B109A,State Treasurer,,DEM,Michael BOWMAN,86.0
Franklin,C101A,State Treasurer,,REP,Allison BALL,133.0
Franklin,C101A,State Treasurer,,DEM,Michael BOWMAN,110.0
Franklin,C102A,State Treasurer,,REP,Allison BALL,83.0
Franklin,C102A,State Treasurer,,DEM,Michael BOWMAN,190.0
Franklin,C105A,State Treasurer,,REP,Allison BALL,145.0
Franklin,C105A,State Treasurer,,DEM,Michael BOWMAN,143.0
Franklin,C106A,State Treasurer,,REP,Allison BALL,182.0
Franklin,C106A,State Treasurer,,DEM,Michael BOWMAN,146.0
Franklin,C107A,State Treasurer,,REP,Allison BALL,364.0
Franklin,C107A,State Treasurer,,DEM,Michael BOWMAN,331.0
Franklin,C108,State Treasurer,,REP,Allison BALL,301.0
Franklin,C108,State Treasurer,,DEM,Michael BOWMAN,210.0
Franklin,C109A,State Treasurer,,REP,Allison BALL,248.0
Franklin,C109A,State Treasurer,,DEM,Michael BOWMAN,327.0
Franklin,C110A,State Treasurer,,REP,Allison BALL,186.0
Franklin,C110A,State Treasurer,,DEM,Michael BOWMAN,194.0
Franklin,D101,State Treasurer,,REP,Allison BALL,216.0
Franklin,D101,State Treasurer,,DEM,Michael BOWMAN,125.0
Franklin,D102,State Treasurer,,REP,Allison BALL,360.0
Franklin,D102,State Treasurer,,DEM,Michael BOWMAN,223.0
Franklin,D103,State Treasurer,,REP,Allison BALL,182.0
Franklin,D103,State Treasurer,,DEM,Michael BOWMAN,91.0
Franklin,D104,State Treasurer,,REP,Allison BALL,207.0
Franklin,D104,State Treasurer,,DEM,Michael BOWMAN,133.0
Franklin,D105A,State Treasurer,,REP,Allison BALL,85.0
Franklin,D105A,State Treasurer,,DEM,Michael BOWMAN,107.0
Franklin,D106A,State Treasurer,,REP,Allison BALL,59.0
Franklin,D106A,State Treasurer,,DEM,Michael BOWMAN,129.0
Franklin,D107A,State Treasurer,,REP,Allison BALL,107.0
Franklin,D107A,State Treasurer,,DEM,Michael BOWMAN,144.0
Franklin,D108A,State Treasurer,,REP,Allison BALL,142.0
Franklin,D108A,State Treasurer,,DEM,Michael BOWMAN,113.0
Franklin,D109A,State Treasurer,,REP,Allison BALL,83.0
Franklin,D109A,State Treasurer,,DEM,Michael BOWMAN,155.0
Franklin,E101,State Treasurer,,REP,Allison BALL,431.0
Franklin,E101,State Treasurer,,DEM,Michael BOWMAN,355.0
Franklin,E102,State Treasurer,,REP,Allison BALL,651.0
Franklin,E102,State Treasurer,,DEM,Michael BOWMAN,455.0
Franklin,E108A,State Treasurer,,REP,Allison BALL,229.0
Franklin,E108A,State Treasurer,,DEM,Michael BOWMAN,246.0
Franklin,E109A,State Treasurer,,REP,Allison BALL,237.0
Franklin,E109A,State Treasurer,,DEM,Michael BOWMAN,235.0
Franklin,E110A,State Treasurer,,REP,Allison BALL,165.0
Franklin,E110A,State Treasurer,,DEM,Michael BOWMAN,213.0
Franklin,F101,State Treasurer,,REP,Allison BALL,234.0
Franklin,F101,State Treasurer,,DEM,Michael BOWMAN,124.0
Franklin,F102A,State Treasurer,,REP,Allison BALL,60.0
Franklin,F102A,State Treasurer,,DEM,Michael BOWMAN,163.0
Franklin,F103,State Treasurer,,REP,Allison BALL,271.0
Franklin,F103,State Treasurer,,DEM,Michael BOWMAN,147.0
Franklin,F104A,State Treasurer,,REP,Allison BALL,238.0
Franklin,F104A,State Treasurer,,DEM,Michael BOWMAN,272.0
Franklin,F105A,State Treasurer,,REP,Allison BALL,107.0
Franklin,F105A,State Treasurer,,DEM,Michael BOWMAN,217.0
Franklin,F106,State Treasurer,,REP,Allison BALL,234.0
Franklin,F106,State Treasurer,,DEM,Michael BOWMAN,169.0
Franklin,F108,State Treasurer,,REP,Allison BALL,402.0
Franklin,F108,State Treasurer,,DEM,Michael BOWMAN,265.0
Franklin,AB,Commissioner of Agriculture,,REP,Ryan F. QUARLES,501.0
Franklin,AB,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,420.0
Franklin,AB,Commissioner of Agriculture,,LIB,Josh GILPIN,16.0
Franklin,A101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,454.0
Franklin,A101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,250.0
Franklin,A101,Commissioner of Agriculture,,LIB,Josh GILPIN,14.0
Franklin,A102A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,230.0
Franklin,A102A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,179.0
Franklin,A102A,Commissioner of Agriculture,,LIB,Josh GILPIN,14.0
Franklin,A103A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,93.0
Franklin,A103A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,206.0
Franklin,A103A,Commissioner of Agriculture,,LIB,Josh GILPIN,12.0
Franklin,A104A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,184.0
Franklin,A104A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,158.0
Franklin,A104A,Commissioner of Agriculture,,LIB,Josh GILPIN,9.0
Franklin,A105A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,126.0
Franklin,A105A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,214.0
Franklin,A105A,Commissioner of Agriculture,,LIB,Josh GILPIN,24.0
Franklin,A106,Commissioner of Agriculture,,REP,Ryan F. QUARLES,343.0
Franklin,A106,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,138.0
Franklin,A106,Commissioner of Agriculture,,LIB,Josh GILPIN,20.0
Franklin,A107A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,148.0
Franklin,A107A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,249.0
Franklin,A107A,Commissioner of Agriculture,,LIB,Josh GILPIN,12.0
Franklin,A108,Commissioner of Agriculture,,REP,Ryan F. QUARLES,322.0
Franklin,A108,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,183.0
Franklin,A108,Commissioner of Agriculture,,LIB,Josh GILPIN,11.0
Franklin,B101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,475.0
Franklin,B101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,244.0
Franklin,B101,Commissioner of Agriculture,,LIB,Josh GILPIN,13.0
Franklin,B102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,388.0
Franklin,B102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,269.0
Franklin,B102,Commissioner of Agriculture,,LIB,Josh GILPIN,11.0
Franklin,B103A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,196.0
Franklin,B103A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,126.0
Franklin,B103A,Commissioner of Agriculture,,LIB,Josh GILPIN,10.0
Franklin,B105A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,185.0
Franklin,B105A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,130.0
Franklin,B105A,Commissioner of Agriculture,,LIB,Josh GILPIN,16.0
Franklin,B106,Commissioner of Agriculture,,REP,Ryan F. QUARLES,827.0
Franklin,B106,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,497.0
Franklin,B106,Commissioner of Agriculture,,LIB,Josh GILPIN,22.0
Franklin,B108A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,292.0
Franklin,B108A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,191.0
Franklin,B108A,Commissioner of Agriculture,,LIB,Josh GILPIN,16.0
Franklin,B109A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,80.0
Franklin,B109A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,74.0
Franklin,B109A,Commissioner of Agriculture,,LIB,Josh GILPIN,4.0
Franklin,C101A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,129.0
Franklin,C101A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,105.0
Franklin,C101A,Commissioner of Agriculture,,LIB,Josh GILPIN,12.0
Franklin,C102A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,91.0
Franklin,C102A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,172.0
Franklin,C102A,Commissioner of Agriculture,,LIB,Josh GILPIN,8.0
Franklin,C105A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,169.0
Franklin,C105A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,114.0
Franklin,C105A,Commissioner of Agriculture,,LIB,Josh GILPIN,8.0
Franklin,C106A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,198.0
Franklin,C106A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,127.0
Franklin,C106A,Commissioner of Agriculture,,LIB,Josh GILPIN,4.0
Franklin,C107A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,398.0
Franklin,C107A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,286.0
Franklin,C107A,Commissioner of Agriculture,,LIB,Josh GILPIN,15.0
Franklin,C108,Commissioner of Agriculture,,REP,Ryan F. QUARLES,326.0
Franklin,C108,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,190.0
Franklin,C108,Commissioner of Agriculture,,LIB,Josh GILPIN,4.0
Franklin,C109A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,306.0
Franklin,C109A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,262.0
Franklin,C109A,Commissioner of Agriculture,,LIB,Josh GILPIN,10.0
Franklin,C110A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,195.0
Franklin,C110A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,170.0
Franklin,C110A,Commissioner of Agriculture,,LIB,Josh GILPIN,10.0
Franklin,D101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,249.0
Franklin,D101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,90.0
Franklin,D101,Commissioner of Agriculture,,LIB,Josh GILPIN,8.0
Franklin,D102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,392.0
Franklin,D102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,174.0
Franklin,D102,Commissioner of Agriculture,,LIB,Josh GILPIN,16.0
Franklin,D103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,201.0
Franklin,D103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,72.0
Franklin,D103,Commissioner of Agriculture,,LIB,Josh GILPIN,7.0
Franklin,D104,Commissioner of Agriculture,,REP,Ryan F. QUARLES,238.0
Franklin,D104,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,103.0
Franklin,D104,Commissioner of Agriculture,,LIB,Josh GILPIN,3.0
Franklin,D105A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,90.0
Franklin,D105A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,97.0
Franklin,D105A,Commissioner of Agriculture,,LIB,Josh GILPIN,4.0
Franklin,D106A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,74.0
Franklin,D106A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,108.0
Franklin,D106A,Commissioner of Agriculture,,LIB,Josh GILPIN,8.0
Franklin,D107A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,127.0
Franklin,D107A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,115.0
Franklin,D107A,Commissioner of Agriculture,,LIB,Josh GILPIN,9.0
Franklin,D108A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,149.0
Franklin,D108A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,99.0
Franklin,D108A,Commissioner of Agriculture,,LIB,Josh GILPIN,11.0
Franklin,D109A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,77.0
Franklin,D109A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,151.0
Franklin,D109A,Commissioner of Agriculture,,LIB,Josh GILPIN,9.0
Franklin,E101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,457.0
Franklin,E101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,315.0
Franklin,E101,Commissioner of Agriculture,,LIB,Josh GILPIN,13.0
Franklin,E102,Commissioner of Agriculture,,REP,Ryan F. QUARLES,710.0
Franklin,E102,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,390.0
Franklin,E102,Commissioner of Agriculture,,LIB,Josh GILPIN,27.0
Franklin,E108A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,250.0
Franklin,E108A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,216.0
Franklin,E108A,Commissioner of Agriculture,,LIB,Josh GILPIN,14.0
Franklin,E109A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,239.0
Franklin,E109A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,222.0
Franklin,E109A,Commissioner of Agriculture,,LIB,Josh GILPIN,15.0
Franklin,E110A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,196.0
Franklin,E110A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,176.0
Franklin,E110A,Commissioner of Agriculture,,LIB,Josh GILPIN,9.0
Franklin,F101,Commissioner of Agriculture,,REP,Ryan F. QUARLES,262.0
Franklin,F101,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,86.0
Franklin,F101,Commissioner of Agriculture,,LIB,Josh GILPIN,13.0
Franklin,F102A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,72.0
Franklin,F102A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,141.0
Franklin,F102A,Commissioner of Agriculture,,LIB,Josh GILPIN,11.0
Franklin,F103,Commissioner of Agriculture,,REP,Ryan F. QUARLES,295.0
Franklin,F103,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,111.0
Franklin,F103,Commissioner of Agriculture,,LIB,Josh GILPIN,16.0
Franklin,F104A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,249.0
Franklin,F104A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,245.0
Franklin,F104A,Commissioner of Agriculture,,LIB,Josh GILPIN,20.0
Franklin,F105A,Commissioner of Agriculture,,REP,Ryan F. QUARLES,103.0
Franklin,F105A,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,213.0
Franklin,F105A,Commissioner of Agriculture,,LIB,Josh GILPIN,8.0
Franklin,F106,Commissioner of Agriculture,,REP,Ryan F. QUARLES,260.0
Franklin,F106,Commissioner of Agriculture,,DEM,Robert Haley CONWAY,137.0
Franklin,F106,Commissioner of Agriculture,,LIB,Josh GILPIN,7.0
Franklin,F108,Commissioner of Agriculture,,REP,Ryan F. QUARLES,448.0
