county,precinct,candidate,office,district,party,votes
Jefferson,K111,Gregory Boles,U.S. House,3,,7
Jefferson,K111,Joshua Neubert,State Representative,40,,37
Jefferson,K111,Nima Kulkarni,State Representative,40,,144
Jefferson,K112,,Ballots Cast,,,243
Jefferson,K112,,Straight Party,,REP,30
Jefferson,K112,,Straight Party,,DEM,114
Jefferson,K112,,Straight Party,,LIB,3
Jefferson,K112,,Straight Party,,AME,2
Jefferson,K112,Vickie Yates B Glisson,U.S. House,3,,57
Jefferson,K112,John A Yarmuth,U.S. House,3,,179
Jefferson,K112,Gregory Boles,U.S. House,3,,4
Jefferson,K112,Joshua Neubert,State Representative,40,,49
Jefferson,K112,Nima Kulkarni,State Representative,40,,189
Jefferson,K113,,Ballots Cast,,,189
Jefferson,K113,,Straight Party,,REP,12
Jefferson,K113,,Straight Party,,DEM,115
Jefferson,K113,,Straight Party,,LIB,1
Jefferson,K113,,Straight Party,,AME,0
Jefferson,K113,Vickie Yates B Glisson,U.S. House,3,,31
Jefferson,K113,John A Yarmuth,U.S. House,3,,154
Jefferson,K113,Gregory Boles,U.S. House,3,,3
Jefferson,K113,Joshua Neubert,State Representative,40,,28
Jefferson,K113,Nima Kulkarni,State Representative,40,,157
Jefferson,K114,,Ballots Cast,,,431
Jefferson,K114,,Straight Party,,REP,56
Jefferson,K114,,Straight Party,,DEM,229
Jefferson,K114,,Straight Party,,LIB,2
Jefferson,K114,,Straight Party,,AME,2
Jefferson,K114,Vickie Yates B Glisson,U.S. House,3,,93
Jefferson,K114,John A Yarmuth,U.S. House,3,,323
Jefferson,K114,Gregory Boles,U.S. House,3,,8
Jefferson,K114,Joshua Neubert,State Representative,40,,95
Jefferson,K114,Nima Kulkarni,State Representative,40,,331
Jefferson,K116,,Ballots Cast,,,66
Jefferson,K116,,Straight Party,,REP,9
Jefferson,K116,,Straight Party,,DEM,28
Jefferson,K116,,Straight Party,,LIB,0
Jefferson,K116,,Straight Party,,AME,1
Jefferson,K116,Vickie Yates B Glisson,U.S. House,3,,19
Jefferson,K116,John A Yarmuth,U.S. House,3,,45
Jefferson,K116,Gregory Boles,U.S. House,3,,2
Jefferson,K116,Joshua Neubert,State Representative,40,,20
Jefferson,K116,Nima Kulkarni,State Representative,40,,46
Jefferson,K117,,Ballots Cast,,,449
Jefferson,K117,,Straight Party,,REP,75
Jefferson,K117,,Straight Party,,DEM,181
Jefferson,K117,,Straight Party,,LIB,3
Jefferson,K117,,Straight Party,,AME,3
Jefferson,K117,Vickie Yates B Glisson,U.S. House,3,,113
Jefferson,K117,John A Yarmuth,U.S. House,3,,321
Jefferson,K117,Gregory Boles,U.S. House,3,,11
Jefferson,K117,Joshua Neubert,State Representative,40,,120
Jefferson,K117,Nima Kulkarni,State Representative,40,,318
Jefferson,K118,,Ballots Cast,,,382
Jefferson,K118,,Straight Party,,REP,16
Jefferson,K118,,Straight Party,,DEM,289
Jefferson,K118,,Straight Party,,LIB,3
Jefferson,K118,,Straight Party,,AME,2
Jefferson,K118,Vickie Yates B Glisson,U.S. House,3,,25
Jefferson,K118,John A Yarmuth,U.S. House,3,,353
Jefferson,K118,Gregory Boles,U.S. House,3,,3
Jefferson,K118,Joshua Neubert,State Representative,40,,21
Jefferson,K118,Nima Kulkarni,State Representative,40,,357
Jefferson,K119,,Ballots Cast,,,461
Jefferson,K119,,Straight Party,,REP,69
Jefferson,K119,,Straight Party,,DEM,153
Jefferson,K119,,Straight Party,,LIB,1
Jefferson,K119,,Straight Party,,AME,1
Jefferson,K119,Vickie Yates B Glisson,U.S. House,3,,163
Jefferson,K119,John A Yarmuth,U.S. House,3,,291
Jefferson,K119,Gregory Boles,U.S. House,3,,4
Jefferson,K119,Joshua Neubert,State Representative,40,,150
Jefferson,K119,Nima Kulkarni,State Representative,40,,300
Jefferson,K122-SHI,,Ballots Cast,,,549
Jefferson,K122-SHI,,Straight Party,,REP,46
Jefferson,K122-SHI,,Straight Party,,DEM,362
Jefferson,K122-SHI,,Straight Party,,LIB,2
Jefferson,K122-SHI,,Straight Party,,AME,0
Jefferson,K122-SHI,Vickie Yates B Glisson,U.S. House,3,,75
Jefferson,K122-SHI,John A Yarmuth,U.S. House,3,,465
Jefferson,K122-SHI,Gregory Boles,U.S. House,3,,8
Jefferson,K122-SHI,Joshua Neubert,State Representative,40,,70
Jefferson,K122-SHI,Nima Kulkarni,State Representative,40,,474
Jefferson,K123-SHI,,Ballots Cast,,,645
Jefferson,K123-SHI,,Straight Party,,REP,38
Jefferson,K123-SHI,,Straight Party,,DEM,422
Jefferson,K123-SHI,,Straight Party,,LIB,0
Jefferson,K123-SHI,,Straight Party,,AME,5
Jefferson,K123-SHI,Vickie Yates B Glisson,U.S. House,3,,76
Jefferson,K123-SHI,John A Yarmuth,U.S. House,3,,561
Jefferson,K123-SHI,Gregory Boles,U.S. House,3,,5
Jefferson,K123-SHI,Joshua Neubert,State Representative,40,,70
Jefferson,K123-SHI,Nima Kulkarni,State Representative,40,,571
Jefferson,K125,,Ballots Cast,,,149
Jefferson,K125,,Straight Party,,REP,14
Jefferson,K125,,Straight Party,,DEM,77
Jefferson,K125,,Straight Party,,LIB,1
Jefferson,K125,,Straight Party,,AME,2
Jefferson,K125,Vickie Yates B Glisson,U.S. House,3,,35
Jefferson,K125,John A Yarmuth,U.S. House,3,,112
Jefferson,K125,Gregory Boles,U.S. House,3,,1
Jefferson,K125,Joshua Neubert,State Representative,40,,36
Jefferson,K125,Nima Kulkarni,State Representative,40,,111
Jefferson,K126,,Ballots Cast,,,195
Jefferson,K126,,Straight Party,,REP,16
Jefferson,K126,,Straight Party,,DEM,110
Jefferson,K126,,Straight Party,,LIB,0
Jefferson,K126,,Straight Party,,AME,0
Jefferson,K126,Vickie Yates B Glisson,U.S. House,3,,35
Jefferson,K126,John A Yarmuth,U.S. House,3,,156
Jefferson,K126,Gregory Boles,U.S. House,3,,4
Jefferson,K126,Joshua Neubert,State Representative,40,,36
Jefferson,K126,Nima Kulkarni,State Representative,40,,158
Jefferson,K127,,Ballots Cast,,,625
Jefferson,K127,,Straight Party,,REP,122
Jefferson,K127,,Straight Party,,DEM,230
Jefferson,K127,,Straight Party,,LIB,2
Jefferson,K127,,Straight Party,,AME,3
Jefferson,K127,Vickie Yates B Glisson,U.S. House,3,,232
Jefferson,K127,John A Yarmuth,U.S. House,3,,379
Jefferson,K127,Gregory Boles,U.S. House,3,,11
Jefferson,K127,Joshua Neubert,State Representative,40,,226
Jefferson,K127,Nima Kulkarni,State Representative,40,,376
Jefferson,K128,,Ballots Cast,,,410
Jefferson,K128,,Straight Party,,REP,112
Jefferson,K128,,Straight Party,,DEM,129
Jefferson,K128,,Straight Party,,LIB,1
Jefferson,K128,,Straight Party,,AME,3
Jefferson,K128,Vickie Yates B Glisson,U.S. House,3,,187
Jefferson,K128,John A Yarmuth,U.S. House,3,,216
Jefferson,K128,Gregory Boles,U.S. House,3,,7
Jefferson,K128,Joshua Neubert,State Representative,40,,185
Jefferson,K128,Nima Kulkarni,State Representative,40,,221
Jefferson,K129,,Ballots Cast,,,489
Jefferson,K129,,Straight Party,,REP,38
Jefferson,K129,,Straight Party,,DEM,172
Jefferson,K129,,Straight Party,,LIB,5
Jefferson,K129,,Straight Party,,AME,4
Jefferson,K129,Vickie Yates B Glisson,U.S. House,3,,81
Jefferson,K129,John A Yarmuth,U.S. House,3,,397
Jefferson,K129,Gregory Boles,U.S. House,3,,9
Jefferson,K129,Joshua Neubert,State Representative,40,,72
Jefferson,K129,Nima Kulkarni,State Representative,40,,411
Jefferson,K130-SHI,,Ballots Cast,,,387
Jefferson,K130-SHI,,Straight Party,,REP,21
Jefferson,K130-SHI,,Straight Party,,DEM,233
Jefferson,K130-SHI,,Straight Party,,LIB,1
Jefferson,K130-SHI,,Straight Party,,AME,1
Jefferson,K130-SHI,Vickie Yates B Glisson,U.S. House,3,,52
Jefferson,K130-SHI,John A Yarmuth,U.S. House,3,,332
Jefferson,K130-SHI,Gregory Boles,U.S. House,3,,2
Jefferson,K130-SHI,Joshua Neubert,State Representative,40,,49
Jefferson,K130-SHI,Nima Kulkarni,State Representative,40,,333
Jefferson,K131-SHI,,Ballots Cast,,,365
Jefferson,K131-SHI,,Straight Party,,REP,32
Jefferson,K131-SHI,,Straight Party,,DEM,212
Jefferson,K131-SHI,,Straight Party,,LIB,1
Jefferson,K131-SHI,,Straight Party,,AME,2
Jefferson,K131-SHI,Vickie Yates B Glisson,U.S. House,3,,74
Jefferson,K131-SHI,John A Yarmuth,U.S. House,3,,287
Jefferson,K131-SHI,Gregory Boles,U.S. House,3,,3
Jefferson,K131-SHI,Joshua Neubert,State Representative,40,,65
Jefferson,K131-SHI,Nima Kulkarni,State Representative,40,,293
Jefferson,K132,,Ballots Cast,,,175
Jefferson,K132,,Straight Party,,REP,43
Jefferson,K132,,Straight Party,,DEM,37
Jefferson,K132,,Straight Party,,LIB,0
Jefferson,K132,,Straight Party,,AME,2
Jefferson,K132,Vickie Yates B Glisson,U.S. House,3,,88
Jefferson,K132,John A Yarmuth,U.S. House,3,,84
Jefferson,K132,Gregory Boles,U.S. House,3,,1
Jefferson,K132,Joshua Neubert,State Representative,40,,79
Jefferson,K132,Nima Kulkarni,State Representative,40,,91
Jefferson,K133,,Ballots Cast,,,423
Jefferson,K133,,Straight Party,,REP,51
Jefferson,K133,,Straight Party,,DEM,198
Jefferson,K133,,Straight Party,,LIB,4
Jefferson,K133,,Straight Party,,AME,2
Jefferson,K133,Vickie Yates B Glisson,U.S. House,3,,89
Jefferson,K133,John A Yarmuth,U.S. House,3,,325
Jefferson,K133,Gregory Boles,U.S. House,3,,7
Jefferson,K133,Joshua Neubert,State Representative,40,,80
Jefferson,K133,Nima Kulkarni,State Representative,40,,335
Jefferson,K134,,Ballots Cast,,,393
Jefferson,K134,,Straight Party,,REP,50
Jefferson,K134,,Straight Party,,DEM,124
Jefferson,K134,,Straight Party,,LIB,3
Jefferson,K134,,Straight Party,,AME,3
Jefferson,K134,Vickie Yates B Glisson,U.S. House,3,,109
Jefferson,K134,John A Yarmuth,U.S. House,3,,274
Jefferson,K134,Gregory Boles,U.S. House,3,,8
Jefferson,K134,Joshua Neubert,State Representative,40,,113
Jefferson,K134,Nima Kulkarni,State Representative,40,,269
Jefferson,K135,,Ballots Cast,,,10
Jefferson,K135,,Straight Party,,REP,1
Jefferson,K135,,Straight Party,,DEM,4
Jefferson,K135,,Straight Party,,LIB,0
Jefferson,K135,,Straight Party,,AME,0
Jefferson,K135,Vickie Yates B Glisson,U.S. House,3,,1
Jefferson,K135,John A Yarmuth,U.S. House,3,,9
Jefferson,K135,Gregory Boles,U.S. House,3,,0
Jefferson,K135,Joshua Neubert,State Representative,40,,1
Jefferson,K135,Nima Kulkarni,State Representative,40,,9
Jefferson,K136,,Ballots Cast,,,83
Jefferson,K136,,Straight Party,,REP,6
Jefferson,K136,,Straight Party,,DEM,53
Jefferson,K136,,Straight Party,,LIB,0
Jefferson,K136,,Straight Party,,AME,1
Jefferson,K136,Vickie Yates B Glisson,U.S. House,3,,17
Jefferson,K136,John A Yarmuth,U.S. House,3,,64
Jefferson,K136,Gregory Boles,U.S. House,3,,1
Jefferson,K136,Joshua Neubert,State Representative,40,,16
Jefferson,K136,Nima Kulkarni,State Representative,40,,67
Jefferson,K137,,Ballots Cast,,,123
Jefferson,K137,,Straight Party,,REP,1
Jefferson,K137,,Straight Party,,DEM,106
Jefferson,K137,,Straight Party,,LIB,0
Jefferson,K137,,Straight Party,,AME,0
Jefferson,K137,Vickie Yates B Glisson,U.S. House,3,,5
Jefferson,K137,John A Yarmuth,U.S. House,3,,117
Jefferson,K137,Gregory Boles,U.S. House,3,,0
Jefferson,K137,Joshua Neubert,State Representative,40,,2
Jefferson,K137,Nima Kulkarni,State Representative,40,,119
Jefferson,K138,,Ballots Cast,,,109
Jefferson,K138,,Straight Party,,REP,24
Jefferson,K138,,Straight Party,,DEM,28
Jefferson,K138,,Straight Party,,LIB,0
Jefferson,K138,,Straight Party,,AME,1
Jefferson,K138,Vickie Yates B Glisson,U.S. House,3,,55
Jefferson,K138,John A Yarmuth,U.S. House,3,,53
Jefferson,K138,Gregory Boles,U.S. House,3,,1
Jefferson,K138,Joshua Neubert,State Representative,40,,53
Jefferson,K138,Nima Kulkarni,State Representative,40,,55
Jefferson,K139,,Ballots Cast,,,0
Jefferson,K139,,Straight Party,,REP,0
Jefferson,K139,,Straight Party,,DEM,0
Jefferson,K139,,Straight Party,,LIB,0
Jefferson,K139,,Straight Party,,AME,0
Jefferson,K139,Vickie Yates B Glisson,U.S. House,3,,0
Jefferson,K139,John A Yarmuth,U.S. House,3,,0
Jefferson,K139,Gregory Boles,U.S. House,3,,0
Jefferson,K139,Joshua Neubert,State Representative,40,,0
Jefferson,K139,Nima Kulkarni,State Representative,40,,0
Jefferson,K140,,Ballots Cast,,,157
Jefferson,K140,,Straight Party,,REP,12
Jefferson,K140,,Straight Party,,DEM,101
Jefferson,K140,,Straight Party,,LIB,1
Jefferson,K140,,Straight Party,,AME,0
Jefferson,K140,Vickie Yates B Glisson,U.S. House,3,,20
Jefferson,K140,John A Yarmuth,U.S. House,3,,134
Jefferson,K140,Gregory Boles,U.S. House,3,,2
Jefferson,K140,Joshua Neubert,State Representative,40,,21
Jefferson,K140,Nima Kulkarni,State Representative,40,,135
Jefferson,K141,,Ballots Cast,,,146
Jefferson,K141,,Straight Party,,REP,15
Jefferson,K141,,Straight Party,,DEM,48
Jefferson,K141,,Straight Party,,LIB,3
Jefferson,K141,,Straight Party,,AME,1
Jefferson,K141,Vickie Yates B Glisson,U.S. House,3,,33
Jefferson,K141,John A Yarmuth,U.S. House,3,,110
Jefferson,K141,Gregory Boles,U.S. House,3,,3
Jefferson,K141,Joshua Neubert,State Representative,40,,30
Jefferson,K141,Nima Kulkarni,State Representative,40,,114
Jefferson,K142,,Ballots Cast,,,0
Jefferson,K142,,Straight Party,,REP,0
Jefferson,K142,,Straight Party,,DEM,0
Jefferson,K142,,Straight Party,,LIB,0
Jefferson,K142,,Straight Party,,AME,0
Jefferson,K142,Vickie Yates B Glisson,U.S. House,3,,0
Jefferson,K142,John A Yarmuth,U.S. House,3,,0
Jefferson,K142,Gregory Boles,U.S. House,3,,0
Jefferson,K142,Joshua Neubert,State Representative,40,,0
Jefferson,K142,Nima Kulkarni,State Representative,40,,0
Jefferson,K143,,Ballots Cast,,,0
Jefferson,K143,,Straight Party,,REP,0
Jefferson,K143,,Straight Party,,DEM,0
Jefferson,K143,,Straight Party,,LIB,0
Jefferson,K143,,Straight Party,,AME,0
Jefferson,K143,Vickie Yates B Glisson,U.S. House,3,,0
Jefferson,K143,John A Yarmuth,U.S. House,3,,0
Jefferson,K143,Gregory Boles,U.S. House,3,,0
Jefferson,K143,Joshua Neubert,State Representative,40,,0
Jefferson,K143,Nima Kulkarni,State Representative,40,,0
Jefferson,K144,,Ballots Cast,,,472
Jefferson,K144,,Straight Party,,REP,80
Jefferson,K144,,Straight Party,,DEM,166
Jefferson,K144,,Straight Party,,LIB,1
Jefferson,K144,,Straight Party,,AME,1
Jefferson,K144,Vickie Yates B Glisson,U.S. House,3,,159
Jefferson,K144,John A Yarmuth,U.S. House,3,,299
Jefferson,K144,Gregory Boles,U.S. House,3,,11
Jefferson,K144,Joshua Neubert,State Representative,40,,153
Jefferson,K144,Nima Kulkarni,State Representative,40,,304
Jefferson,K145,,Ballots Cast,,,713
Jefferson,K145,,Straight Party,,REP,163
Jefferson,K145,,Straight Party,,DEM,225
Jefferson,K145,,Straight Party,,LIB,1
Jefferson,K145,,Straight Party,,AME,4
Jefferson,K145,Vickie Yates B Glisson,U.S. House,3,,298
Jefferson,K145,John A Yarmuth,U.S. House,3,,403
Jefferson,K145,Gregory Boles,U.S. House,3,,10
Jefferson,K145,Joshua Neubert,State Representative,40,,282
Jefferson,K145,Nima Kulkarni,State Representative,40,,412
Jefferson,K146,,Ballots Cast,,,605
Jefferson,K146,,Straight Party,,REP,163
Jefferson,K146,,Straight Party,,DEM,181
Jefferson,K146,,Straight Party,,LIB,1
Jefferson,K146,,Straight Party,,AME,5
Jefferson,K146,Vickie Yates B Glisson,U.S. House,3,,288
Jefferson,K146,John A Yarmuth,U.S. House,3,,305
Jefferson,K146,Gregory Boles,U.S. House,3,,7
Jefferson,K146,Joshua Neubert,State Representative,40,,287
Jefferson,K146,Nima Kulkarni,State Representative,40,,308
Jefferson,K147,,Ballots Cast,,,739
Jefferson,K147,,Straight Party,,REP,163
Jefferson,K147,,Straight Party,,DEM,181
Jefferson,K147,,Straight Party,,LIB,1
Jefferson,K147,,Straight Party,,AME,5
Jefferson,K147,Vickie Yates B Glisson,U.S. House,3,,282
Jefferson,K147,John A Yarmuth,U.S. House,3,,441
Jefferson,K147,Gregory Boles,U.S. House,3,,14
Jefferson,K147,Joshua Neubert,State Representative,40,,286
Jefferson,K147,Nima Kulkarni,State Representative,40,,435
Jefferson,K148,,Ballots Cast,,,398
Jefferson,K148,,Straight Party,,REP,83
Jefferson,K148,,Straight Party,,DEM,140
Jefferson,K148,,Straight Party,,LIB,3
Jefferson,K148,,Straight Party,,AME,1
Jefferson,K148,Vickie Yates B Glisson,U.S. House,3,,152
Jefferson,K148,John A Yarmuth,U.S. House,3,,239
Jefferson,K148,Gregory Boles,U.S. House,3,,6
Jefferson,K148,Joshua Neubert,State Representative,40,,150
Jefferson,K148,Nima Kulkarni,State Representative,40,,236
Jefferson,K149,,Ballots Cast,,,2
Jefferson,K149,,Straight Party,,REP,1
Jefferson,K149,,Straight Party,,DEM,0
Jefferson,K149,,Straight Party,,LIB,0
Jefferson,K149,,Straight Party,,AME,0
Jefferson,K149,Vickie Yates B Glisson,U.S. House,3,,1
Jefferson,K149,John A Yarmuth,U.S. House,3,,1
Jefferson,K149,Gregory Boles,U.S. House,3,,0
Jefferson,K149,Joshua Neubert,State Representative,40,,1
Jefferson,K149,Nima Kulkarni,State Representative,40,,0
Jefferson,K150,,Ballots Cast,,,0
Jefferson,K150,,Straight Party,,REP,0
Jefferson,K150,,Straight Party,,DEM,0
Jefferson,K150,,Straight Party,,LIB,0
Jefferson,K150,,Straight Party,,AME,0
Jefferson,K150,Vickie Yates B Glisson,U.S. House,3,,0
Jefferson,K150,John A Yarmuth,U.S. House,3,,0
Jefferson,K150,Gregory Boles,U.S. House,3,,0
Jefferson,K150,Joshua Neubert,State Representative,40,,0
Jefferson,K150,Nima Kulkarni,State Representative,40,,0
Jefferson,K151,,Ballots Cast,,,0
Jefferson,K151,,Straight Party,,REP,0
Jefferson,K151,,Straight Party,,DEM,0
Jefferson,K151,,Straight Party,,LIB,0
Jefferson,K151,,Straight Party,,AME,0
Jefferson,K151,Vickie Yates B Glisson,U.S. House,3,,0
Jefferson,K151,John A Yarmuth,U.S. House,3,,0
Jefferson,K151,Gregory Boles,U.S. House,3,,0
Jefferson,K151,Joshua Neubert,State Representative,40,,0
Jefferson,K151,Nima Kulkarni,State Representative,40,,0
Jefferson,L104,,Ballots Cast,,,474
Jefferson,L104,,Straight Party,,REP,9
Jefferson,L104,,Straight Party,,DEM,345
Jefferson,L104,,Straight Party,,LIB,2
Jefferson,L104,,Straight Party,,AME,2
Jefferson,L104,Vickie Yates B Glisson,U.S. House,3,,23
Jefferson,L104,John A Yarmuth,U.S. House,3,,446
Jefferson,L104,Gregory Boles,U.S. House,3,,3
Jefferson,L104,Attica Woodson Scott,State Representative,41,,461
Jefferson,L108,,Ballots Cast,,,290
Jefferson,L108,,Straight Party,,REP,9
Jefferson,L108,,Straight Party,,DEM,235
Jefferson,L108,,Straight Party,,LIB,2
Jefferson,L108,,Straight Party,,AME,5
Jefferson,L108,Vickie Yates B Glisson,U.S. House,3,,21
Jefferson,L108,John A Yarmuth,U.S. House,3,,261
Jefferson,L108,Gregory Boles,U.S. House,3,,2
Jefferson,L108,Attica Woodson Scott,State Representative,41,,276
Jefferson,L110,,Ballots Cast,,,45
Jefferson,L110,,Straight Party,,REP,6
Jefferson,L110,,Straight Party,,DEM,27
Jefferson,L110,,Straight Party,,LIB,0
Jefferson,L110,,Straight Party,,AME,0
Jefferson,L110,Vickie Yates B Glisson,U.S. House,3,,11
Jefferson,L110,John A Yarmuth,U.S. House,3,,34
Jefferson,L110,Gregory Boles,U.S. House,3,,0
Jefferson,L110,Attica Woodson Scott,State Representative,41,,36
Jefferson,L111,,Ballots Cast,,,252
Jefferson,L111,,Straight Party,,REP,12
Jefferson,L111,,Straight Party,,DEM,184
Jefferson,L111,,Straight Party,,LIB,0
Jefferson,L111,,Straight Party,,AME,1
Jefferson,L111,Vickie Yates B Glisson,U.S. House,3,,16
Jefferson,L111,John A Yarmuth,U.S. House,3,,232
Jefferson,L111,Gregory Boles,U.S. House,3,,2
Jefferson,L111,Attica Woodson Scott,State Representative,41,,238
Jefferson,L112,,Ballots Cast,,,259
Jefferson,L112,,Straight Party,,REP,7
Jefferson,L112,,Straight Party,,DEM,177
Jefferson,L112,,Straight Party,,LIB,2
Jefferson,L112,,Straight Party,,AME,2
Jefferson,L112,Vickie Yates B Glisson,U.S. House,3,,9
Jefferson,L112,John A Yarmuth,U.S. House,3,,243
Jefferson,L112,Gregory Boles,U.S. House,3,,6
Jefferson,L112,Attica Woodson Scott,State Representative,41,,249
Jefferson,L113,,Ballots Cast,,,570
Jefferson,L113,,Straight Party,,REP,17
Jefferson,L113,,Straight Party,,DEM,350
Jefferson,L113,,Straight Party,,LIB,2
Jefferson,L113,,Straight Party,,AME,2
Jefferson,L113,Vickie Yates B Glisson,U.S. House,3,,42
Jefferson,L113,John A Yarmuth,U.S. House,3,,517
Jefferson,L113,Gregory Boles,U.S. House,3,,8
Jefferson,L113,Attica Woodson Scott,State Representative,41,,528
Jefferson,L115,,Ballots Cast,,,88
Jefferson,L115,,Straight Party,,REP,10
Jefferson,L115,,Straight Party,,DEM,41
Jefferson,L115,,Straight Party,,LIB,1
Jefferson,L115,,Straight Party,,AME,0
Jefferson,L115,Vickie Yates B Glisson,U.S. House,3,,16
Jefferson,L115,John A Yarmuth,U.S. House,3,,70
Jefferson,L115,Gregory Boles,U.S. House,3,,2
Jefferson,L115,Attica Woodson Scott,State Representative,41,,75
Jefferson,L117,,Ballots Cast,,,594
Jefferson,L117,,Straight Party,,REP,69
Jefferson,L117,,Straight Party,,DEM,208
Jefferson,L117,,Straight Party,,LIB,5
Jefferson,L117,,Straight Party,,AME,4
Jefferson,L117,Vickie Yates B Glisson,U.S. House,3,,151
Jefferson,L117,John A Yarmuth,U.S. House,3,,428
Jefferson,L117,Gregory Boles,U.S. House,3,,14
Jefferson,L117,Attica Woodson Scott,State Representative,41,,469
Jefferson,L118,,Ballots Cast,,,969
Jefferson,L118,,Straight Party,,REP,144
Jefferson,L118,,Straight Party,,DEM,275
Jefferson,L118,,Straight Party,,LIB,0
Jefferson,L118,,Straight Party,,AME,5
Jefferson,L118,Vickie Yates B Glisson,U.S. House,3,,318
Jefferson,L118,John A Yarmuth,U.S. House,3,,628
Jefferson,L118,Gregory Boles,U.S. House,3,,15
Jefferson,L118,Ernie Harris,State Senate,26,,324
Jefferson,L118,Karen Berg,State Senate,26,,626
Jefferson,L118,Jody Hurt,State Senate,26,,7
Jefferson,L118,Attica Woodson Scott,State Representative,41,,690
Jefferson,L119,,Ballots Cast,,,616
Jefferson,L119,,Straight Party,,REP,63
Jefferson,L119,,Straight Party,,DEM,262
Jefferson,L119,,Straight Party,,LIB,1
Jefferson,L119,,Straight Party,,AME,2
Jefferson,L119,Vickie Yates B Glisson,U.S. House,3,,116
Jefferson,L119,John A Yarmuth,U.S. House,3,,484
Jefferson,L119,Gregory Boles,U.S. House,3,,13
Jefferson,L119,Attica Woodson Scott,State Representative,41,,502
Jefferson,L134,,Ballots Cast,,,507
Jefferson,L134,,Straight Party,,REP,89
Jefferson,L134,,Straight Party,,DEM,121
Jefferson,L134,,Straight Party,,LIB,0
Jefferson,L134,,Straight Party,,AME,0
Jefferson,L134,Vickie Yates B Glisson,U.S. House,3,,198
Jefferson,L134,John A Yarmuth,U.S. House,3,,304
Jefferson,L134,Gregory Boles,U.S. House,3,,3
Jefferson,L134,Ernie Harris,State Senate,26,,201
Jefferson,L134,Karen Berg,State Senate,26,,293
Jefferson,L134,Jody Hurt,State Senate,26,,5
Jefferson,L134,Attica Woodson Scott,State Representative,41,,336
Jefferson,L135,,Ballots Cast,,,505
Jefferson,L135,,Straight Party,,REP,69
Jefferson,L135,,Straight Party,,DEM,93
Jefferson,L135,,Straight Party,,LIB,0
Jefferson,L135,,Straight Party,,AME,0
Jefferson,L135,Vickie Yates B Glisson,U.S. House,3,,199
Jefferson,L135,John A Yarmuth,U.S. House,3,,296
Jefferson,L135,Gregory Boles,U.S. House,3,,7
Jefferson,L135,Ernie Harris,State Senate,26,,193
Jefferson,L135,Karen Berg,State Senate,26,,298
Jefferson,L135,Jody Hurt,State Senate,26,,6
Jefferson,L135,Attica Woodson Scott,State Representative,41,,324
Jefferson,L136,,Ballots Cast,,,658
Jefferson,L136,,Straight Party,,REP,72
Jefferson,L136,,Straight Party,,DEM,172
Jefferson,L136,,Straight Party,,LIB,2
Jefferson,L136,,Straight Party,,AME,0
Jefferson,L136,Vickie Yates B Glisson,U.S. House,3,,188
Jefferson,L136,John A Yarmuth,U.S. House,3,,461
Jefferson,L136,Gregory Boles,U.S. House,3,,8
Jefferson,L136,Ernie Harris,State Senate,26,,183
Jefferson,L136,Karen Berg,State Senate,26,,464
Jefferson,L136,Jody Hurt,State Senate,26,,7
Jefferson,L136,Attica Woodson Scott,State Representative,41,,503
Jefferson,L138,,Ballots Cast,,,401
Jefferson,L138,,Straight Party,,REP,52
Jefferson,L138,,Straight Party,,DEM,82
Jefferson,L138,,Straight Party,,LIB,1
Jefferson,L138,,Straight Party,,AME,2
Jefferson,L138,Vickie Yates B Glisson,U.S. House,3,,153
Jefferson,L138,John A Yarmuth,U.S. House,3,,236
Jefferson,L138,Gregory Boles,U.S. House,3,,9
Jefferson,L138,Ernie Harris,State Senate,26,,151
Jefferson,L138,Karen Berg,State Senate,26,,227
Jefferson,L138,Jody Hurt,State Senate,26,,5
Jefferson,L138,Attica Woodson Scott,State Representative,41,,263
Jefferson,L139,,Ballots Cast,,,889
Jefferson,L139,,Straight Party,,REP,157
Jefferson,L139,,Straight Party,,DEM,221
Jefferson,L139,,Straight Party,,LIB,1
Jefferson,L139,,Straight Party,,AME,2
Jefferson,L139,Vickie Yates B Glisson,U.S. House,3,,346
Jefferson,L139,John A Yarmuth,U.S. House,3,,531
Jefferson,L139,Gregory Boles,U.S. House,3,,7
Jefferson,L139,Ernie Harris,State Senate,26,,346
Jefferson,L139,Karen Berg,State Senate,26,,506
Jefferson,L139,Jody Hurt,State Senate,26,,16
Jefferson,L139,Attica Woodson Scott,State Representative,41,,573
Jefferson,L140,,Ballots Cast,,,180
Jefferson,L140,,Straight Party,,REP,3
Jefferson,L140,,Straight Party,,DEM,145
Jefferson,L140,,Straight Party,,LIB,0
Jefferson,L140,,Straight Party,,AME,0
Jefferson,L140,Vickie Yates B Glisson,U.S. House,3,,5
Jefferson,L140,John A Yarmuth,U.S. House,3,,173
Jefferson,L140,Gregory Boles,U.S. House,3,,1
Jefferson,L140,Attica Woodson Scott,State Representative,41,,176
Jefferson,L141,,Ballots Cast,,,301
Jefferson,L141,,Straight Party,,REP,36
Jefferson,L141,,Straight Party,,DEM,128
Jefferson,L141,,Straight Party,,LIB,5
Jefferson,L141,,Straight Party,,AME,0
Jefferson,L141,Vickie Yates B Glisson,U.S. House,3,,57
Jefferson,L141,John A Yarmuth,U.S. House,3,,238
Jefferson,L141,Gregory Boles,U.S. House,3,,5
