county,precinct,precinct_name,registered_dems,registered_reps,registered_other,registered_males,registered_females,registered_total
FAYETTE,B168,MONTAVESTA,371,243,67,296,385,681
FAYETTE,B169,MT. RAINIER,231,204,50,226,259,485
FAYETTE,B170,PICKWAY,633,544,145,595,727,1322
FAYETTE,B172,SHILLITO,217,226,49,242,250,492
FAYETTE,B174,WHISPERING HILLS,395,130,68,224,369,593
FAYETTE,B179,FAIRHAVEN,391,435,77,429,474,903
FAYETTE,B181,TABORLAKE,496,453,94,482,561,1043
FAYETTE,B182,MONTCLAIR,198,125,27,161,189,350
FAYETTE,B183,CAVE HILL,336,264,49,296,353,649
FAYETTE,B184,PALOMAR,294,317,64,305,370,675
FAYETTE,B185,SCENICVIEW,345,470,71,425,461,886
FAYETTE,B186,GLENVIEW,259,348,42,317,332,649
FAYETTE,B187,STONE CREEK,286,337,53,338,338,676
FAYETTE,B188,CASTLEGATE,333,345,79,347,410,757
FAYETTE,B189,KITTIWAKE,444,242,89,365,410,775
FAYETTE,B190,LAREDO,508,271,113,357,535,892
FAYETTE,B191,WAVERLY,250,248,53,279,272,551
FAYETTE,B192,PALMETTO,387,480,77,450,494,944
FAYETTE,B195,WALDEN GROVE,559,281,88,408,520,928
FAYETTE,B196,SPRINGHOUSE,368,277,69,317,397,714
FAYETTE,B197,AQUEDUCT,336,181,57,252,322,574
FAYETTE,B198,BRIDGEMONT,287,424,64,382,393,775
FAYETTE,B199,INDIAN HILLS,436,428,122,459,527,986
FAYETTE,B200,WHITE PINE,250,272,42,266,298,564
FAYETTE,B201,HARRODS VIEW,271,312,49,300,332,632
FAYETTE,B202,PINNACLE,340,391,78,393,416,809
FAYETTE,B203,WYNDSONG,347,390,38,360,415,775
FAYETTE,B204,ATWOOD,217,191,48,227,229,456
FAYETTE,B205,BLACKHORSE,227,239,54,254,266,520
FAYETTE,B206,ROLLING CREEK,258,415,59,357,375,732
FAYETTE,B207,FOX HARBOUR,363,256,66,315,370,685
FAYETTE,B208,ENGLISH STATION,221,301,58,273,307,580
FAYETTE,B209,CHARWOOD,315,373,54,354,388,742
FAYETTE,B210,FIDDLER CREEK,404,511,139,496,558,1054
FAYETTE,B211,RHODORA RIDGE,444,292,75,393,418,811
FAYETTE,B212,BAY MEADOWS,362,383,79,367,457,824
FAYETTE,B213,BEAVER PLACE,203,197,52,212,240,452
FAYETTE,B214,BITTERSWEET,280,340,46,324,342,666
FAYETTE,B215,COPPER CREEK,297,340,57,332,362,694
FAYETTE,B216,FOLEYS TRAIL,294,306,61,307,354,661
FAYETTE,B217,HIDDEN WOODS,218,214,57,230,259,489
FAYETTE,B218,LAURELWOOD,326,342,49,351,366,717
FAYETTE,B219,LEE ADAMS,276,299,67,291,351,642
FAYETTE,B221,MAGNOLIA GARDENS,227,276,46,256,293,549
FAYETTE,B222,WELLINGTON GARDENS,347,334,67,343,405,748
FAYETTE,B223,WILLOW OAK,279,355,70,346,358,704
FAYETTE,B224,WINDSTAR,334,410,61,387,418,805
FAYETTE,B225,GOLDON TROPHY,245,276,39,245,315,560
FAYETTE,B226,HOLLYBERRY,240,304,50,283,311,594
FAYETTE,B227,SILVERBELL,231,288,58,254,323,577
FAYETTE,C102,BARREN RIVER,239,165,56,213,247,460
FAYETTE,C103,ASHLAND AVENUE,470,238,78,365,421,786
FAYETTE,C105,AYLESFORD,543,248,173,541,423,964
FAYETTE,C109,BRYAN STATION,302,245,60,282,325,607
FAYETTE,C113,CHEVY CHASE,438,261,91,358,432,790
FAYETTE,C114,AUTUMN RIDGE,325,295,59,311,368,679
FAYETTE,C115,CLIFTON,387,245,100,386,346,732
FAYETTE,C118,DEEP SPRINGS,422,240,81,317,426,743
FAYETTE,C120,DUKE,432,296,78,358,448,806
FAYETTE,C121,EASTLAND,411,131,81,307,316,623
FAYETTE,C122,ELLERSLIE,148,137,26,149,162,311
FAYETTE,C124,FONTAINE,474,219,87,346,434,780
FAYETTE,C125,HELM,425,371,45,377,464,841
FAYETTE,C126,KINGSWOOD,331,186,65,260,322,582
FAYETTE,C127,HERMITAGE,396,242,88,337,389,726
FAYETTE,C128,HOLLYWOOD,445,268,108,469,352,821
FAYETTE,C129,IDLE HOUR,216,161,57,211,223,434
FAYETTE,C130,JULIA R EWAN,237,226,50,244,269,513
FAYETTE,C132,LIBERTY HEIGHTS,401,150,82,294,339,633
FAYETTE,C134,MT. VERNON,313,185,67,268,297,565
FAYETTE,C137,ROOKWOOD,344,228,67,281,358,639
FAYETTE,C138,VICTORY,490,187,103,356,424,780
FAYETTE,C140,WALTON,630,202,117,451,498,949
FAYETTE,C142,WOODLAND,647,246,105,475,523,998
FAYETTE,C143,WOODSPOINT,473,192,79,318,426,744
FAYETTE,C144,ALSAB,661,185,95,390,551,941
FAYETTE,C148,DELAWARE,457,232,120,384,425,809
FAYETTE,C150,WINTER GARDEN,388,173,71,270,362,632
FAYETTE,C151,COVE LAKE,328,193,78,280,319,599
FAYETTE,C152,HARTLAND,363,515,70,475,473,948
FAYETTE,C153,KINGSTON,256,187,60,228,275,503
FAYETTE,C154,MAN O WAR,252,238,71,274,287,561
FAYETTE,C155,MARY TODD,451,208,83,318,424,742
FAYETTE,C156,PATCHEN VILLAGE,435,303,86,368,456,824
FAYETTE,C157,RICHMOND RD.,533,229,95,400,457,857
FAYETTE,C159,SHANDON PARK,326,151,46,244,279,523
FAYETTE,C160,WALNUT HILL,240,296,51,272,315,587
FAYETTE,C161,TATESBROOK,316,186,57,254,305,559
FAYETTE,C162,NIAGARA,521,248,108,351,526,877
FAYETTE,C163,GREENBRIER,213,309,47,276,293,569
FAYETTE,C164,EAST HILLS,366,247,79,313,379,692
FAYETTE,C165,CRESTVIEW,576,314,124,410,604,1014
FAYETTE,C167,RIO DOSA,579,336,88,458,545,1003
FAYETTE,C170,BRECKINRIDGE,343,159,75,255,322,577
FAYETTE,C171,GROVES POINT,364,198,78,268,372,640
FAYETTE,C173,BUCKHORN,280,265,67,302,310,612
FAYETTE,C174,CENTURY HILLS,409,295,101,361,444,805
FAYETTE,C175,EAST LAKE,463,249,93,364,441,805
FAYETTE,C176,SQUIRE OAK,350,304,66,361,359,720
FAYETTE,C177,SUMMERHILL,465,350,107,423,499,922
FAYETTE,C178,PLEASANT GROVE,211,329,61,294,307,601
FAYETTE,C179,BRANDYWINE,367,257,96,307,413,720
FAYETTE,C180,BROADMOOR,295,379,57,345,386,731
FAYETTE,C182,KENESAW VILLAGE,320,308,66,321,373,694
FAYETTE,C183,MILLCREEK,318,167,68,249,304,553
FAYETTE,C184,MT FORAKER,109,96,25,111,119,230
FAYETTE,C185,N ELKHORN,100,106,23,112,117,229
FAYETTE,C186,OLD FARM,485,368,124,455,522,977
FAYETTE,C187,CHILESBURG,289,293,54,313,323,636
FAYETTE,C188,STEPHEN FOSTER,370,176,85,296,335,631
FAYETTE,C189,SADDLEBROOK,322,122,58,205,297,502
FAYETTE,C190,AMHERST,445,476,132,495,558,1053
FAYETTE,C191,PLAINVIEW,540,260,115,386,529,915
FAYETTE,C192,CHETFORD,206,339,55,292,308,600
FAYETTE,C193,SHEFFIELD PLACE,267,412,53,355,377,732
FAYETTE,C194,CHESTNUT HILL,360,339,75,345,429,774
FAYETTE,C195,LIBERTY STATION,361,247,61,292,377,669
FAYETTE,C196,MAPLELEAF,406,276,82,361,403,764
FAYETTE,C197,MOORELAND,294,258,69,281,340,621
FAYETTE,C198,MT. RUSHMORE,304,165,61,233,297,530
FAYETTE,C199,WOODFIELD,259,247,44,253,297,550
FAYETTE,C200,DEER CROSSING,292,365,60,349,368,717
FAYETTE,C201,TIMBER CREEK,308,297,79,308,376,684
FAYETTE,C203,GINGERMILL,304,412,74,389,401,790
FAYETTE,C204,HORSESHOE,4,0,1,3,2,5
FAYETTE,C205,CRYSTAL FALLS,419,255,76,330,420,750
FAYETTE,C207,NORTH POINTE,526,270,78,390,484,874
FAYETTE,C208,ROTHBURY,213,351,49,301,312,613
FAYETTE,C209,SHAKER RUN,327,384,77,381,407,788
FAYETTE,C210,MINT HILL,249,397,63,349,360,709
FAYETTE,C211,BILOXI,400,181,74,282,373,655
FAYETTE,C212,BROOKEWIND,366,297,64,316,411,727
FAYETTE,C213,CHATSWORTH,321,126,52,218,281,499
FAYETTE,C215,FOUR WYNDS,268,261,62,265,326,591
FAYETTE,C216,HEARTWOOD,215,154,33,190,212,402
FAYETTE,C217,JOUETT CREEK,399,474,77,447,503,950
FAYETTE,C218,LEVI TODD,242,328,40,282,328,610
FAYETTE,C219,MARKET GARDEN,327,202,44,219,354,573
FAYETTE,C220,PARK PLACE,245,242,70,241,316,557
FAYETTE,C221,RIDGEBROOK,304,289,49,290,352,642
FAYETTE,C222,ROSEWOOD,353,120,71,231,313,544
FAYETTE,C223,WILKES RUN,416,297,61,356,418,774
FAYETTE,C224,BAY SPRINGS PARK,433,437,106,479,497,976
FAYETTE,C225,BOONE STATION,341,351,63,361,394,755
FAYETTE,C226,BURKEWOOD,259,160,49,216,252,468
FAYETTE,C227,FORTUNE HILL,318,143,36,182,315,497
FAYETTE,C228,MANY OAKS PARK,270,323,86,329,350,679
FAYETTE,C229,RAVEN RUN,325,336,78,378,361,739
FAYETTE,C230,RED LEAF,425,425,73,433,490,923
FAYETTE,C231,ROCKMINSTER,393,460,87,449,491,940
FAYETTE,C232,TURTLE CREEK,297,285,71,312,341,653
FAYETTE,C233,WALNUT CREEK,217,220,51,229,259,488
FAYETTE,C234,CASSIDY,0,0,1,1,0,1
FLEMING,A101,TILTON,485,88,30,314,289,603
FLEMING,A102,HILLTOP,312,92,15,208,211,419
FLEMING,A103,FLEMING CO.WATER ASSOC.,427,151,41,281,338,619
FLEMING,B101,WALLINGFORD,312,176,37,254,271,525
FLEMING,B102,POPLAR PLAINS,621,270,33,470,454,924
FLEMING,B103,MUSES MILLS #17,199,189,26,208,206,414
FLEMING,C101,MT CARMEL,438,285,26,381,368,749
FLEMING,C102,WOODMAN OF THE WORLD BLDG,595,268,38,428,473,901
FLEMING,D102,PVA OFFICE,760,241,53,465,589,1054
FLEMING,D103,MAYORS OFFICE,532,196,30,330,428,758
FLEMING,E101,RINGOS MILL,355,212,25,300,292,592
FLEMING,E102,HILLSBORO,322,135,18,233,242,475
FLEMING,E103,PLUMMERS LANDING,203,209,37,222,227,449
FLEMING,E104,GRANGE CITY,180,91,7,138,140,278
FLEMING,F102,EWING,297,91,15,189,214,403
FLEMING,F103,COWAN,183,43,6,119,113,232
FLEMING,F104,ELIZAVILLE,411,99,15,265,260,525
FLEMING,F105,FAIRVIEW,389,94,26,256,253,509
FLOYD,A101,COURT HOUSE/TRIMBLE BR,472,83,28,261,322,583
FLOYD,A102,ENDICOTT/BUFFALO,180,24,5,112,97,209
FLOYD,A103,DEPOT,642,88,19,366,383,749
FLOYD,A104,RICHMOND,298,45,11,166,188,354
FLOYD,A105,NORTH PRESTONBURG,716,142,32,400,490,890
FLOYD,A106,PORTER,1107,173,74,702,652,1354
FLOYD,A107,AUXIER,636,139,35,382,428,810
FLOYD,A109,COW CREEK,880,108,22,495,515,1010
FLOYD,A110,ALLEN-DWALE,495,65,7,262,305,567
FLOYD,A111,JIM BANKS,718,101,26,413,432,845
FLOYD,A113,ABBOTT,699,106,21,389,437,826
FLOYD,A116,CLIFF,890,197,35,536,586,1122
FLOYD,B101,JOHN POSSUM,431,36,10,210,267,477
FLOYD,B102,MAYTOWN,812,59,25,411,485,896
FLOYD,B103,BOSCO,599,37,14,329,321,650
FLOYD,B104,GARRETT/ROCK FORK,607,46,7,331,329,660
FLOYD,B105,LACKEY/WAYLAND,691,58,13,369,393,762
FLOYD,B106,MIDDLE CREEK/JACK ALLEN,916,89,31,501,535,1036
FLOYD,B108,BEECH GROVE,559,60,14,316,317,633
FLOYD,B109,MOUTH OF BEAVER,279,45,9,160,173,333
FLOYD,B112,ROUGH & TOUGH,705,99,29,427,406,833
FLOYD,C101,MARTIN,694,78,28,369,431,800
FLOYD,C102,HALBERT,534,52,11,303,294,597
FLOYD,C103,DRIFT,728,51,11,382,408,790
FLOYD,C104,JOHN ANT/FRASURES CREEK,1001,66,18,550,535,1085
FLOYD,C105,GEARHEART,231,3,5,121,118,239
FLOYD,C106,CLEAR CREEK,554,42,12,288,320,608
FLOYD,C107,JACKS CREEK,603,33,13,321,328,649
FLOYD,C108,LEE HALL,592,28,8,301,327,628
FLOYD,C109,MELVIN,530,21,6,279,278,557
FLOYD,C110,WEEKSBURY,475,13,6,248,246,494
FLOYD,C111,ARKANSAS,373,34,8,189,226,415
FLOYD,D101,ANTIOCH,603,30,2,300,335,635
FLOYD,D102,TICKEY,772,92,15,449,430,879
FLOYD,D103,TOLER,657,53,16,347,379,726
FLOYD,D104,MOUTH OF MUD,659,174,31,413,451,864
FLOYD,D105,LITTLE MUD,467,53,9,258,271,529
FLOYD,D106,IVEL,743,141,35,443,476,919
FLOYD,D107,BETSY LAYNE,870,156,31,501,556,1057
FLOYD,D108,PRATER CREEK,921,132,33,543,543,1086
FLOYD,D109,BRANHAMS CREEK,373,45,7,226,199,425
FLOYD,D110,HEAD OF MUD,392,10,6,207,201,408
FRANKLIN,A101,FARMDALE,798,235,41,518,556,1074
FRANKLIN,A102,CLOVERDALE,452,125,28,273,332,605
FRANKLIN,A103,VOGLER-COLEMAN,438,74,42,245,308,554
FRANKLIN,A104,THISTLETON,511,117,33,308,353,661
FRANKLIN,A105,BRIDGE-GLENNS,473,82,42,263,334,597
FRANKLIN,A107,CAPITOL,448,97,42,261,325,587
FRANKLIN,A108,EVERGREEN,699,238,58,467,528,995
FRANKLIN,B101,JETT,720,282,55,503,554,1057
FRANKLIN,B102,COUNTRY CLUB,647,160,29,366,469,836
FRANKLIN,B103,SUNSET,434,118,39,254,337,591
FRANKLIN,B104,GREEN HILL,352,105,25,219,263,482
FRANKLIN,B106,STATION SPRINGS,1219,480,73,847,924,1772
FRANKLIN,B107,CRESTWOOD,321,81,29,201,229,431
FRANKLIN,B108,TIERRA LINDA,616,181,31,390,438,828
FRANKLIN,B109,BELLVIEW,276,73,29,153,224,378
FRANKLIN,C102,SCHENKEL LANE,535,66,51,277,372,652
FRANKLIN,C105,ARNOLD,365,80,21,204,261,466
FRANKLIN,C106,SCRUGGS,387,123,14,242,282,524
FRANKLIN,C107,SILVER LAKE,734,229,52,418,596,1015
FRANKLIN,C108,FORKS OF ELKHORN,737,298,66,516,585,1101
FRANKLIN,C109,RIDGEVIEW,691,218,61,435,534,970
FRANKLIN,C110,RUSSELL,469,139,38,290,355,646
FRANKLIN,D101,SWALLOWFIELD,399,126,29,278,275,554
FRANKLIN,D102,OWENTON RD,759,187,54,440,558,1000
FRANKLIN,D103,PEAKS MILL,312,126,33,232,239,471
FRANKLIN,D104,SWITZER,370,122,21,243,270,513
FRANKLIN,D105,GLENWOOD,393,80,51,230,294,524
FRANKLIN,D106,GAINS-HOLMES,392,89,62,240,303,543
FRANKLIN,D108,THORN HILL,341,83,28,216,236,452
FRANKLIN,D109,FAIRVIEW,809,87,62,347,610,958
FRANKLIN,E101,LOUISVILLE RD,750,258,44,450,602,1052
FRANKLIN,E102,SOUTH BENSON,1160,392,91,776,867,1643
FRANKLIN,E103,GREEN WILSON,543,241,55,392,447,839
FRANKLIN,E108,COLLINS LANE,626,179,50,378,474,855
FRANKLIN,E109,WESTGATE,636,198,70,376,527,904
FRANKLIN,E110,NORTH WESTGATE,628,156,60,339,503,844
FRANKLIN,F101,BALD KNOB,486,140,41,321,346,667
FRANKLIN,F102,COURTHOUSE,307,63,42,190,220,412
FRANKLIN,F103,ST JOHN,602,160,39,389,412,801
FRANKLIN,F104,BELLEPOINT,661,196,62,403,515,919
FRANKLIN,F105,HICKORY HILLS,1051,116,67,699,534,1234
FRANKLIN,F106,CHOATEVILLE,470,118,40,296,330,628
FRANKLIN,F107,FRANKLIN HEIGHTS,433,90,35,251,306,558
FRANKLIN,F108,BRIDGEPORT-BOTKINS,850,240,46,560,575,1136
FULTON,A101,CITY HALL,424,154,57,253,382,635
FULTON,A102,WOMANS CLUB,365,88,36,202,286,489
FULTON,A103,POLICE STATION,234,52,43,107,222,329
FULTON,A104,HIGH SCHOOL,517,154,44,299,416,715
FULTON,B101,P-C-J,374,107,31,244,268,512
FULTON,B104,CAYCE,282,46,9,166,171,337
FULTON,C101,STATELINE,323,45,19,172,215,387
FULTON,C102,RECC,377,72,29,200,278,478
FULTON,C103,SENIOR CITIZENS BLG,361,36,25,184,238,422
FULTON,D101,COURTHOUSE,221,56,11,125,163,288
FULTON,D103,WATSON'S,187,37,7,115,116,231
FULTON,D104,B-W-M,255,43,13,149,162,311
GALLATIN,A101,LOWER WARSAW,605,130,25,329,431,760
GALLATIN,A102,UPPER WARSAW,535,138,46,318,401,719
GALLATIN,B101,NAPOLEON,414,162,46,316,306,622
GALLATIN,B102,CONCORD,504,337,69,440,470,910
GALLATIN,C101,GLENCOE,684,314,82,533,547,1080
GALLATIN,C102,VETERAN'S MEMORIAL,275,109,31,198,217,415
GALLATIN,D101,SPARTA,549,180,51,385,395,780
GALLATIN,D102,GOLD STAR,428,172,44,333,311,644
GARRARD,A101,BOONES CREEK,169,281,13,213,250,463
GARRARD,A103,BOURNE,255,384,37,321,355,676
GARRARD,A104,MARKSBURY,387,645,88,565,555,1120
GARRARD,B101,GILBERTS CK,294,490,58,369,473,842
GARRARD,B102,ELKIN,259,469,39,372,394,767
GARRARD,B103,PLEASANT RETREAT,182,261,25,189,279,468
GARRARD,C101,TANYARD BRANCH,446,659,118,612,610,1223
GARRARD,C102,BRYANTSVILLE,352,467,91,455,455,910
GARRARD,C103,BUENA VISTA,418,604,90,559,553,1112
GARRARD,D101,BUCKEYE,228,502,47,380,397,777
GARRARD,D102,SUGAR CREEK,228,423,43,329,365,694
GARRARD,D103,POOR HOUSE,269,393,60,328,394,722
GARRARD,E101,PAINT LICK,337,597,71,490,515,1005
GARRARD,E103,CARTERSVILLE,317,705,90,550,562,1112
GRANT,A101,GRANT COUNTY #1,517,258,77,402,450,852
GRANT,A102,GRANT COUNTY #2,255,180,43,225,253,478
GRANT,A103,GRANT COUNTY #3,592,304,99,469,526,995
GRANT,A104,GRANT COUNTY #9,361,185,63,291,318,609
GRANT,A105,GRANT COUNTY #8,559,353,97,528,481,1009
GRANT,A106,GRANT COUNTY #19,376,264,71,351,360,711
GRANT,A107,GRANT COUNTY #20,473,253,64,363,427,790
GRANT,B101,GRANT COUNTY #5,568,318,84,439,531,970
GRANT,B102,GRANT COUNTY #7,152,93,30,135,140,275
GRANT,B103,GRANT COUNTY #21,217,176,40,206,227,433
GRANT,B104,GRANT COUNTY #15,490,307,108,450,455,905
GRANT,B105,GRANT COUNTY #13,380,258,46,338,346,684
GRANT,B106,GRANT CO #6,334,171,50,276,279,555
GRANT,B107,GRANT CO #4,445,285,62,401,391,792
GRANT,B108,GRANT COUNTY #23,315,208,47,252,318,570
GRANT,C101,GRANT COUNTY #16,335,272,81,318,370,688
GRANT,C102,GRANT COUNTY # 14,401,263,91,351,404,755
GRANT,C103,GRANT COUNTY #10,518,379,93,478,512,990
GRANT,C104,GRANT COUNTY #11,273,226,58,288,269,557
GRANT,C105,GRANT COUNTY #12,142,105,25,138,134,272
GRANT,C106,GRANT COUNTY #18,286,212,52,280,270,550
GRANT,C107,GRANT COUNTY #17,490,441,114,479,566,1045
GRANT,C108,GRANT COUNTY #22,329,257,54,324,316,640
GRAVES,A101,WATER VALLEY,390,105,33,250,278,528
GRAVES,A102,PILOT OAK,424,96,28,250,298,548
GRAVES,A103,LYNNVILLE,508,93,27,301,327,628
GRAVES,A104,CUBA,309,68,17,203,191,394
GRAVES,A105,WEST WINGO,599,145,41,368,417,785
GRAVES,A106,EAST WINGO,542,155,38,355,380,735
GRAVES,A107,PRYORSBURG,688,203,45,442,494,936
GRAVES,A108,SEDALIA,500,127,23,314,336,650
GRAVES,A109,TORIAN,936,340,43,625,694,1319
GRAVES,A110,FARMINGTON,610,144,23,384,393,777
GRAVES,A111,SOUTH HIGHLAND,863,334,49,572,674,1246
GRAVES,B101,WARD 1 PRECINCT 2,282,108,13,180,223,403
GRAVES,B102,WARD 1 PRECINCT 3,402,85,31,200,318,518
GRAVES,B103,WARD 1 PRECINCT 4,595,136,35,317,449,766
GRAVES,B104,WARD 1 PRECINCT 5,409,138,27,232,342,574
GRAVES,B105,WARD 2 PRECINCT 1,704,242,42,461,527,988
GRAVES,B106,WARD 2 PRECINCT 2,326,84,36,205,241,446
GRAVES,B107,WARD 3 PRECINCT 1,445,94,44,249,334,583
GRAVES,B108,WARD 3 PRECINCT 2,684,193,37,429,485,914
GRAVES,B109,WARD 3 PRECINCT 3,537,140,33,307,403,710
GRAVES,C101,FANCY FARM,763,171,36,484,486,970
GRAVES,C102,SULLIVAN,750,187,32,461,508,969
GRAVES,C103,NICHOLS,848,225,28,543,558,1101
GRAVES,C104,PANTHER,998,358,49,685,719,1405
GRAVES,C105,MURPHEY,766,237,52,517,537,1055
GRAVES,C106,LOWES,423,163,23,306,303,609
GRAVES,C107,MELBER,355,185,26,273,293,566
GRAVES,C108,FOLSOMDALE,668,225,41,453,481,934
GRAVES,C109,HOUSMAN,638,264,46,468,480,948
GRAVES,C110,SYMSONIA,897,258,56,567,644,1211
GRAYSON,A101,HORNTOWN,131,373,28,256,276,532
GRAYSON,A102,EAST LEITCHFIELD,277,403,52,322,410,732
GRAYSON,A103,CLARKSON,551,852,103,688,818,1506
GRAYSON,A104,"EAST ""A"" LEITCHFIELD",93,191,12,146,150,296
GRAYSON,B101,CANEYVILLE,255,797,38,512,578,1090
GRAYSON,B102,SPRING LICK,86,315,21,201,221,422
GRAYSON,B103,FALLS OF ROUGH,192,170,26,195,193,388
GRAYSON,B104,YEAMAN,131,156,20,145,162,307
GRAYSON,C101,SHORT CREEK,386,484,51,473,448,921
GRAYSON,C102,"WEST ""A"" LEITCHFIELD",368,669,41,519,559,1078
GRAYSON,C103,NORTH LEITCHFIELD,608,987,110,763,942,1705
GRAYSON,D101,BIG CLIFTY,519,575,83,572,605,1177
GRAYSON,D102,"NORTH ""A"" LEITCHFIELD",351,652,55,515,543,1058
GRAYSON,E101,ROCK CREEK,194,462,35,367,324,691
GRAYSON,E102,ANNETA,554,713,100,704,663,1367
GRAYSON,E103,MILLERSTOWN,77,254,14,176,169,345
GRAYSON,E104,"SOUTH ""A"" LEITCHFIELD",151,385,25,283,278,561
GRAYSON,F101,WEST LEITCHFIELD,278,417,63,342,416,758
GRAYSON,F102,SOUTH LEITCHFIELD,94,124,16,91,143,234
GRAYSON,F103,ARLINGTON,358,765,49,575,597,1172
GRAYSON,F104,MILLWOOD,123,263,22,197,211,408
GRAYSON,F105,SHREWSBURY,107,313,21,227,214,441
GRAYSON,F106,READY,108,315,22,215,230,445
GREEN,A101,EAST GREENSBURG,437,577,28,450,592,1042
GREEN,A102,SOUTH GREENSBURG,215,295,18,237,291,528
GREEN,A103,NORTH GREENSBURG,392,586,31,478,531,1009
GREEN,A104,WEST GREENSBURG,328,566,36,439,491,930
GREEN,B101,NORTH SUMMERSVILLE,317,562,28,448,459,907
GREEN,B102,ALLENDALE,372,703,38,561,552,1113
GREEN,C101,PIKEVIEW,310,448,22,392,388,780
GREEN,C102,EXIE,312,360,30,356,346,702
GREEN,D101,DONANSBURG,193,437,29,333,326,659
GREEN,D102,PIERCE,292,518,27,419,418,837
GREENUP,A101,RACELAND #1,633,355,76,489,575,1064
GREENUP,A102,RACELAND #2,669,381,70,516,603,1120
GREENUP,A103,WORTHINGTON #1,460,165,35,301,359,660
GREENUP,A104,WURTLAND #1,408,201,63,322,350,672
GREENUP,A105,WURTLAND #2,593,297,60,458,492,950
GREENUP,A106,GREENUP #2,285,126,34,207,238,445
GREENUP,A107,GREENUP #3,532,294,49,396,478,875
GREENUP,A108,RUSSELL #1,395,184,60,303,336,639
GREENUP,A109,RUSSELL #2,713,631,76,693,727,1420
GREENUP,A111,WORTHINGTON #2,357,166,34,276,281,557
GREENUP,A112,FLATWOODS #6,734,553,101,703,683,1388
GREENUP,B101,FULLERTON #1,305,114,30,197,252,449
GREENUP,B102,FULLERTON #2,244,118,23,148,237,385
GREENUP,B103,KINGS ADDITION,648,392,59,533,566,1099
GREENUP,B104,LIMEVILLE,381,270,34,331,354,685
GREENUP,B105,SCHULTZ,649,365,102,546,570,1116
GREENUP,B106,SPRINGVILLE,274,135,38,224,223,447
GREENUP,B107,THOMPSON,576,295,56,476,451,927
GREENUP,B108,SMITHBRANCH,815,409,92,635,681,1316
GREENUP,B109,SUNSHINE,310,144,26,228,252,480
GREENUP,B110,WARNOCK,388,217,44,323,326,649
GREENUP,B111,GREENUP #1,955,412,90,688,769,1457
GREENUP,C101,BELLEFONTE,328,371,64,370,393,763
GREENUP,C102,EAST FORK,560,396,53,479,529,1009
GREENUP,C103,FLATWOODS #1,455,227,53,322,413,735
GREENUP,C104,FLATWOODS #2,785,415,89,559,730,1289
GREENUP,C105,FLATWOODS #3,632,375,73,503,577,1080
GREENUP,C106,FLATWOODS #4,586,350,61,453,544,997
GREENUP,C107,FLATWOODS #5,347,146,46,255,284,539
GREENUP,C108,KENWOOD,416,373,62,401,450,851
GREENUP,C109,OLDTOWN,440,241,34,348,367,715
GREENUP,C110,HUNNEWELL,613,255,62,465,465,930
HANCOCK,A101,WEST LEWISPORT,361,147,29,257,280,537
HANCOCK,A102,EAST LEWISPORT,601,273,71,446,499,945
HANCOCK,B101,YELLOW CREEK,339,85,19,218,225,443
HANCOCK,B102,UTILITY,416,221,23,319,341,660
HANCOCK,B103,CHAMBERS,369,123,25,256,261,517
HANCOCK,C101,WEST HAWESVILLE,600,313,39,470,482,952
HANCOCK,C102,EAST HAWESVILLE,450,242,31,367,356,723
HANCOCK,D101,INDIAN CREEK,299,212,27,279,259,538
HANCOCK,D102,PELLVILLE,317,252,35,302,301,604
HANCOCK,D103,BOLING CHAPEL,212,290,21,266,257,523
HARDIN,A101,WEST POINT,364,206,61,294,337,631
HARDIN,A102,FORT KNOX,603,606,221,595,835,1430
HARDIN,A103,RADCLIFF EAST,803,465,166,621,813,1434
HARDIN,A104,RADCLIFF NORTH,550,306,132,438,550,988
HARDIN,A105,RADCLIFF NW,668,396,136,557,643,1200
HARDIN,A106,RADCLIFF WEST,757,494,186,637,800,1437
HARDIN,A107,RED HILL,714,432,139,591,694,1285
HARDIN,A108,VETERANS,78,29,14,59,62,121
HARDIN,B101,RADCLIFF SOUTH,594,384,132,517,593,1110
HARDIN,B102,RADCLIFF SE,1063,604,209,862,1014,1876
HARDIN,B103,SHELTON,932,608,170,816,894,1710
HARDIN,B104,WOODLAND,834,467,183,657,827,1484
HARDIN,B105,LONGVIEW,502,433,117,500,552,1052
HARDIN,C101,HIGHLANDS,553,382,66,468,533,1001
HARDIN,C102,MANTLE,657,333,95,444,641,1085
HARDIN,C103,CITY PARK,806,598,130,670,864,1534
HARDIN,C104,COLESBURG,683,619,120,714,708,1422
HARDIN,C105,TUNNEL HILL,789,803,123,835,880,1715
HARDIN,C106,LINCOLN TRAIL N,452,366,72,442,448,890
HARDIN,C107,LINCOLN TRAIL S PRECINCT,731,642,115,722,766,1488
HARDIN,D101,FREEMAN,815,714,139,776,892,1668
HARDIN,D102,OAKLAWN,581,536,108,575,650,1225
HARDIN,D103,PINE VALLEY,1011,995,214,1033,1187,2220
HARDIN,D104,HELMWOOD HGTS.,781,723,149,727,926,1653
HARDIN,D105,HELM,509,383,87,437,542,979
HARDIN,D106,RINEYVILLE NORTH,703,603,123,676,753,1429
HARDIN,D107,RINEYVILLE NE,134,141,24,146,153,299
HARDIN,E101,CENTRAL,493,298,65,376,480,856
HARDIN,E102,ETOWN EAST,701,389,129,504,715,1219
