county,precinct,precinct_name,registered_dems,registered_reps,registered_other,registered_males,registered_females,registered_total
JEFFERSON,G141,PRECINCT 141 34 DISTRICT,448,204,64,321,395,716
JEFFERSON,G142,PRECINCT 142 34 DISTRICT,170,106,36,145,167,312
JEFFERSON,G143,PRECINCT 143 34 DISTRICT,842,297,150,606,683,1289
JEFFERSON,G144,PRECINCT 144 34 DISTRICT,647,273,105,522,503,1025
JEFFERSON,G145,PRECINCT 145 34 DISTRICT,807,408,133,630,718,1348
JEFFERSON,G146,PRECINCT 146 34 DISTRICT,702,276,118,515,581,1096
JEFFERSON,G147,PRECINCT 147 34 DISTRICT,560,284,71,432,483,915
JEFFERSON,G148,PRECINCT 148 34 DISTRICT,283,138,36,206,251,457
JEFFERSON,G149,PRECINCT 149 34 DISTRICT,282,172,38,224,268,492
JEFFERSON,G150,PRECINCT 150 34 DISTRICT,452,627,115,558,636,1194
JEFFERSON,G151,PRECINCT 151 34 DISTRICT,331,195,55,271,310,581
JEFFERSON,G154,PRECINCT 154 34 DISTRICT,590,298,88,458,518,976
JEFFERSON,G155,PRECINCT 155 34 DISTRICT,659,259,88,475,531,1006
JEFFERSON,G156,PRECINCT 156 34 DISTRICT,445,440,74,459,500,959
JEFFERSON,G157,PRECINCT 157 34 DISTRICT,196,139,38,177,196,373
JEFFERSON,G158,PRECINCT 158 34 DISTRICT,494,518,81,504,589,1093
JEFFERSON,G159,PRECINCT 159 34 DISTRICT,457,285,75,379,438,817
JEFFERSON,G160,PRECINCT 160 34 DISTRICT,284,200,28,233,279,512
JEFFERSON,G161,PRECINCT 161 34 DISTRICT,381,198,34,302,311,613
JEFFERSON,G162,PRECINCT 162 34 DISTRICT,71,69,14,70,84,154
JEFFERSON,G163,PRECINCT 163 34 DISTRICT,367,292,77,325,411,736
JEFFERSON,G164,PRECINCT 164 34 DISTRICT,318,235,67,269,351,620
JEFFERSON,G165,PRECINCT 165 34 DISTRICT,253,217,49,245,274,519
JEFFERSON,G166,PRECINCT 166 34 DISTRICT,113,61,14,82,106,188
JEFFERSON,H102,PRECINCT 102 35 DISTRICT,669,173,116,442,516,958
JEFFERSON,H103,PRECINCT 103 35 DISTRICT,757,284,111,562,590,1152
JEFFERSON,H105,PRECINCT 105 35 DISTRICT,616,181,101,415,483,898
JEFFERSON,H106,PRECINCT 106 35 DISTRICT,577,212,89,424,454,878
JEFFERSON,H109,PRECINCT 109 35 DISTRICT,305,121,58,231,253,484
JEFFERSON,H110,PRECINCT 110 35 DISTRICT,595,217,94,443,463,906
JEFFERSON,H111,PRECINCT 111 35 DISTRICT,357,199,59,272,343,615
JEFFERSON,H112,PRECINCT 112 35 DISTRICT,589,275,66,415,515,930
JEFFERSON,H113,PRECINCT 113 35 DISTRICT,257,193,41,240,251,491
JEFFERSON,H114,PRECINCT 114 35 DISTRICT,11,9,4,15,9,24
JEFFERSON,H115,PRECINCT 115 35 DISTRICT,333,153,52,242,296,538
JEFFERSON,H116,PRECINCT 116 35 DISTRICT,512,235,71,376,442,818
JEFFERSON,H117,PRECINCT 117 35 DISTRICT,717,458,88,594,669,1263
JEFFERSON,H118,PRECINCT 118 35 DISTRICT,594,274,109,463,514,977
JEFFERSON,H120,PRECINCT 120 35 DISTRICT,780,439,133,630,722,1352
JEFFERSON,H121,PRECINCT 121 35 DISTRICT,371,175,61,290,317,607
JEFFERSON,H123,PRECINCT 123 35 DISTRICT,225,135,36,176,220,396
JEFFERSON,H124,PRECINCT 124 35 DISTRICT,260,86,39,219,166,385
JEFFERSON,H125,PRECINCT 125 35 DISTRICT,350,185,66,287,314,601
JEFFERSON,H126,PRECINCT 126 35 DISTRICT,371,219,65,284,371,655
JEFFERSON,H127,PRECINCT 127 35 DISTRICT,407,123,54,219,365,584
JEFFERSON,H131,PRECINCT 131 35 DISTRICT,373,114,61,270,278,548
JEFFERSON,H132,PRECINCT 132 35 DISTRICT,257,61,40,189,169,358
JEFFERSON,H133,PRECINCT 133 35 DISTRICT,86,26,22,64,70,134
JEFFERSON,H134,PRECINCT 134 35 DISTRICT,224,134,34,179,213,392
JEFFERSON,H138,PRECINCT 138 35 DISTRICT,1239,508,184,808,1123,1931
JEFFERSON,H141,PRECINCT 141 35 DISTRICT,635,237,124,487,509,996
JEFFERSON,H144,PRECINCT 144 35 DISTRICT,785,480,133,638,760,1398
JEFFERSON,H145,PRECINCT 145 35 DISTRICT,991,651,154,824,972,1796
JEFFERSON,H146,PRECINCT 146 35 DISTRICT,482,321,106,443,466,909
JEFFERSON,H147,PRECINCT 147 35 DISTRICT,488,277,61,414,412,826
JEFFERSON,H148,PRECINCT 148 35 DISTRICT,680,455,137,617,655,1272
JEFFERSON,H149,PRECINCT 149 35 DISTRICT,144,80,37,115,146,261
JEFFERSON,H150,PRECINCT 150 35 DISTRICT,0,3,0,1,2,3
JEFFERSON,H151,PRECINCT 151 35 DISTRICT,1,3,0,1,3,4
JEFFERSON,H152,PRECINCT 152 35 DISTRICT,112,34,22,81,87,168
JEFFERSON,H154,PRECINCT 154 35 DISTRICT,266,94,47,183,224,407
JEFFERSON,H155,PRECINCT 155 35 DISTRICT,226,117,50,147,246,393
JEFFERSON,I103,PRECINCT 103 37 DISTRICT,335,66,48,252,197,449
JEFFERSON,I104,PRECINCT 104 37 DISTRICT,233,74,52,191,168,359
JEFFERSON,I105,PRECINCT 105 37 DISTRICT,451,189,72,310,402,712
JEFFERSON,I106,PRECINCT 106 37 DISTRICT,488,173,81,309,433,742
JEFFERSON,I107,PRECINCT 107 37 DISTRICT,730,257,109,550,546,1096
JEFFERSON,I109,PRECINCT 109 37 DISTRICT,420,178,79,329,348,677
JEFFERSON,I110,PRECINCT 110 37 DISTRICT,211,64,30,141,164,305
JEFFERSON,I111,PRECINCT 111 37 DISTRICT,914,356,141,652,759,1411
JEFFERSON,I112,PRECINCT 112 37 DISTRICT,756,343,113,579,633,1212
JEFFERSON,I114,PRECINCT 114 37 DISTRICT,511,271,87,390,479,869
JEFFERSON,I115,PRECINCT 115 37 DISTRICT,829,244,121,546,648,1194
JEFFERSON,I117,PRECINCT 117 37 DISTRICT,702,234,99,447,588,1035
JEFFERSON,I120,PRECINCT 120 37 DISTRICT,396,162,62,293,327,620
JEFFERSON,I122,PRECINCT 122 37 DISTRICT,766,353,92,505,706,1211
JEFFERSON,I123,PRECINCT 123 37 DISTRICT,1016,551,114,800,881,1681
JEFFERSON,I124,PRECINCT 124 37 DISTRICT,574,254,89,397,520,917
JEFFERSON,I125,PRECINCT 125 37 DISTRICT,1079,660,183,864,1058,1922
JEFFERSON,I126,PRECINCT 126 37 DISTRICT,605,415,113,516,617,1133
JEFFERSON,I129,PRECINCT 129 37 DISTRICT,392,210,61,287,376,663
JEFFERSON,I130,PRECINCT 130 37 DISTRICT,296,213,66,279,296,575
JEFFERSON,I133,PRECINCT 133 37 DISTRICT,858,631,151,776,864,1640
JEFFERSON,I135,PRECINCT 135 37 DISTRICT,89,77,10,78,98,176
JEFFERSON,I138,PRECINCT 138 37 DISTRICT,7,14,2,10,13,23
JEFFERSON,I139,PRECINCT 139 37 DISTRICT,7,1,1,5,4,9
JEFFERSON,I140,PRECINCT 140 37 DISTRICT,98,38,19,68,87,155
JEFFERSON,J101,PRECINCT 101 38 DISTRICT,826,237,112,506,669,1175
JEFFERSON,J104,PRECINCT 104 38 DISTRICT,1044,285,145,633,841,1474
JEFFERSON,J105,PRECINCT 105 38 DISTRICT,368,164,51,283,300,583
JEFFERSON,J107,PRECINCT 107 38 DISTRICT,769,220,117,470,636,1106
JEFFERSON,J108,PRECINCT 108 38 DISTRICT,759,386,128,604,669,1273
JEFFERSON,J110,PRECINCT 110 38 DISTRICT,477,227,58,340,422,762
JEFFERSON,J111,PRECINCT 111 38 DISTRICT,661,245,108,456,558,1014
JEFFERSON,J113,PRECINCT 113 38 DISTRICT,715,369,121,572,633,1205
JEFFERSON,J114,PRECINCT 114 38 DISTRICT,817,435,115,638,729,1367
JEFFERSON,J117,PRECINCT 117 38 DISTRICT,404,212,57,311,362,673
JEFFERSON,J119,PRECINCT 119 38 DISTRICT,454,274,55,366,417,783
JEFFERSON,J120,PRECINCT 120 38 DISTRICT,704,369,100,519,654,1173
JEFFERSON,J122,PRECINCT 122 38 DISTRICT,464,275,72,363,448,811
JEFFERSON,J123,PRECINCT 123 38 DISTRICT,369,221,69,336,323,659
JEFFERSON,J127,PRECINCT 127 38 DISTRICT,809,412,105,603,723,1326
JEFFERSON,J128,PRECINCT 128 38 DISTRICT,756,456,106,623,695,1318
JEFFERSON,J129,PRECINCT 129 38 DISTRICT,965,565,166,790,906,1696
JEFFERSON,J130,PRECINCT 130 38 DISTRICT,307,105,53,224,241,465
JEFFERSON,J131,PRECINCT 131 38 DISTRICT,479,264,49,356,436,792
JEFFERSON,J135,PRECINCT 135 38 DISTRICT,556,379,114,506,543,1049
JEFFERSON,J137,PRECINCT 137 38 DISTRICT,499,398,87,461,523,984
JEFFERSON,J138,PRECINCT 138 38 DISTRICT,209,142,47,175,223,398
JEFFERSON,J139,PRECINCT 139 38 DISTRICT,190,110,42,158,184,342
JEFFERSON,J140,PRECINCT 140 38 DISTRICT,248,112,34,175,219,394
JEFFERSON,J141,PRECINCT 141 38 DISTRICT,325,202,61,268,320,588
JEFFERSON,K103,PRECINCT 103 40 DISTRICT,582,57,48,222,465,687
JEFFERSON,K104,PRECINCT 104 40 DISTRICT,641,200,92,413,520,933
JEFFERSON,K105,PRECINCT 105 40 DISTRICT,978,264,222,740,724,1464
JEFFERSON,K107,PRECINCT 107 40 DISTRICT,652,30,35,302,415,717
JEFFERSON,K108,PRECINCT 108 40 DISTRICT,951,54,45,403,647,1050
JEFFERSON,K110,PRECINCT 110 40 DISTRICT,548,107,54,307,402,709
JEFFERSON,K111,PRECINCT 111 40 DISTRICT,437,84,43,244,320,564
JEFFERSON,K112,PRECINCT 112 40 DISTRICT,445,121,77,292,351,643
JEFFERSON,K113,PRECINCT 113 40 DISTRICT,296,75,26,171,226,397
JEFFERSON,K114,PRECINCT 114 40 DISTRICT,740,201,96,451,586,1037
JEFFERSON,K116,PRECINCT 116 40 DISTRICT,131,40,10,96,85,181
JEFFERSON,K117,PRECINCT 117 40 DISTRICT,517,210,101,381,447,828
JEFFERSON,K118,PRECINCT 118 40 DISTRICT,723,79,63,287,578,865
JEFFERSON,K119,PRECINCT 119 40 DISTRICT,564,242,75,406,475,881
JEFFERSON,K121,PRECINCT 121 40 DISTRICT,948,75,47,454,616,1070
JEFFERSON,K122,PRECINCT 122 40 DISTRICT,901,147,79,484,643,1127
JEFFERSON,K123,PRECINCT 123 40 DISTRICT,1095,165,72,527,805,1332
JEFFERSON,K125,PRECINCT 125 40 DISTRICT,344,87,43,221,253,474
JEFFERSON,K126,PRECINCT 126 40 DISTRICT,378,127,43,242,306,548
JEFFERSON,K127,PRECINCT 127 40 DISTRICT,798,381,106,600,685,1285
JEFFERSON,K128,PRECINCT 128 40 DISTRICT,564,296,96,458,498,956
JEFFERSON,K129,PRECINCT 129 40 DISTRICT,568,210,118,437,459,896
JEFFERSON,K130,PRECINCT 130 40 DISTRICT,537,103,27,293,374,667
JEFFERSON,K131,PRECINCT 131 40 DISTRICT,615,153,76,346,498,844
JEFFERSON,K132,PRECINCT 132 40 DISTRICT,303,154,47,233,271,504
JEFFERSON,K133,PRECINCT 133 40 DISTRICT,517,210,87,385,429,814
JEFFERSON,K134,PRECINCT 134 40 DISTRICT,349,136,61,266,280,546
JEFFERSON,K135,PRECINCT 135 40 DISTRICT,31,12,7,36,14,50
JEFFERSON,K136,PRECINCT 136 40 DISTRICT,172,26,25,104,119,223
JEFFERSON,K137,PRECINCT 137 40 DISTRICT,473,39,30,198,344,542
JEFFERSON,K138,PRECINCT 138 40 DISTRICT,133,63,23,103,116,219
JEFFERSON,L104,PRECINCT 104 41 DISTRICT,1301,110,97,576,932,1508
JEFFERSON,L107,PRECINCT 107 41 DISTRICT,870,55,53,323,655,978
JEFFERSON,L108,PRECINCT 108 41 DISTRICT,455,23,26,205,299,504
JEFFERSON,L110,PRECINCT 110 41 DISTRICT,497,42,30,284,285,569
JEFFERSON,L111,PRECINCT 111 41 DISTRICT,566,76,70,329,383,712
JEFFERSON,L112,PRECINCT 112 41 DISTRICT,515,80,57,310,342,652
JEFFERSON,L113,PRECINCT 113 41 DISTRICT,1134,160,122,607,809,1416
JEFFERSON,L115,PRECINCT 115 41 DISTRICT,116,28,19,91,72,163
JEFFERSON,L117,PRECINCT 117 41 DISTRICT,1035,534,196,831,934,1765
JEFFERSON,L118,PRECINCT 118 41 DISTRICT,824,499,116,647,792,1439
JEFFERSON,L119,PRECINCT 119 41 DISTRICT,837,367,130,621,713,1334
JEFFERSON,L134,PRECINCT 134 41 DISTRICT,406,337,70,336,477,813
JEFFERSON,L135,PRECINCT 135 41 DISTRICT,743,633,130,670,836,1506
JEFFERSON,L136,PRECINCT 136 41 DISTRICT,565,290,76,427,504,931
JEFFERSON,L138,PRECINCT 138 41 DISTRICT,355,235,54,298,346,644
JEFFERSON,L139,PRECINCT 139 41 DISTRICT,695,640,151,634,852,1486
JEFFERSON,L140,PRECINCT 140 41 DISTRICT,501,22,33,233,323,556
JEFFERSON,L141,PRECINCT 141 41 DISTRICT,662,215,122,567,432,999
JEFFERSON,L142,PRECINCT 142 41 DISTRICT,555,139,59,271,482,753
JEFFERSON,L143,PRECINCT 143 41 DISTRICT,378,56,48,244,238,482
JEFFERSON,L144,PRECINCT 144 41 DISTRICT,590,79,51,321,399,720
JEFFERSON,L145,PRECINCT 145 41 DISTRICT,1212,67,64,530,813,1343
JEFFERSON,L146,PRECINCT 146 41 DISTRICT,521,394,105,484,536,1020
JEFFERSON,L147,PRECINCT 147 41 DISTRICT,885,38,51,390,584,974
JEFFERSON,L148,PRECINCT 148 41 DISTRICT,403,32,53,229,259,488
JEFFERSON,L149,PRECINCT L149 41 DISTRICT,829,42,40,242,669,911
JEFFERSON,L150,PRECINCT 150 41 DISTRICT,125,14,6,68,77,145
JEFFERSON,M102,PRECINCT 102 42 DISTRICT,1343,48,55,513,933,1446
JEFFERSON,M103,PRECINCT 103 42 DISTRICT,1567,40,71,681,997,1678
JEFFERSON,M104,PRECINCT 104 42 DISTRICT,645,38,37,297,423,720
JEFFERSON,M105,PRECINCT 105 42 DISTRICT,646,22,25,311,382,693
JEFFERSON,M106,PRECINCT 106 42 DISTRICT,654,35,31,271,449,720
JEFFERSON,M107,PRECINCT 107 42 DISTRICT,472,31,18,218,303,521
JEFFERSON,M110,PRECINCT 110 42 DISTRICT,547,25,28,260,340,600
JEFFERSON,M120,PRECINCT 120 42 DISTRICT,1226,281,154,840,821,1661
JEFFERSON,M121,PRECINCT 121 42 DISTRICT,561,133,93,404,383,787
JEFFERSON,M123,PRECINCT 123 42 DISTRICT,1149,289,211,872,777,1649
JEFFERSON,M124,PRECINCT 124 42 DISTRICT,862,210,155,627,600,1227
JEFFERSON,M129,PRECINCT 129 42 DISTRICT,345,27,23,188,207,395
JEFFERSON,M130,PRECINCT 130 42 DISTRICT,539,56,43,304,334,638
JEFFERSON,M131,PRECINCT 131 42 DISTRICT,467,93,68,297,331,628
JEFFERSON,M132,PRECINCT 132 42 DISTRICT,840,28,41,372,537,909
JEFFERSON,M133,PRECINCT 133 42 DISTRICT,1073,56,42,473,698,1171
JEFFERSON,M137,PRECINCT 137 42 DISTRICT,396,292,64,353,399,752
JEFFERSON,M138,PRECINCT 138 42 DISTRICT,785,385,145,569,746,1315
JEFFERSON,M139,PRECINCT 139 42 DISTRICT,612,186,114,453,459,912
JEFFERSON,M140,PRECINCT 140 42 DISTRICT,259,98,46,216,187,403
JEFFERSON,M141,PRECINCT 141 42 DISTRICT,313,89,52,222,232,454
JEFFERSON,M142,PRECINCT 142 42 DISTRICT,1033,311,209,728,825,1553
JEFFERSON,M143,PRECINCT 143 42 DISTRICT,467,132,75,328,346,674
JEFFERSON,M144,PRECINCT 144 42 DISTRICT,245,74,45,171,193,364
JEFFERSON,M145,PRECINCT 145 42 DISTRICT,36,4,4,18,26,44
JEFFERSON,M146,PRECINCT 146 42 DISTRICT,822,181,94,508,589,1097
JEFFERSON,M147,PRECINCT 147 42 DISTRICT,471,109,78,341,317,658
JEFFERSON,M148,PRECINCT 148 42 DISTRICT,645,31,28,302,402,704
JEFFERSON,M149,PRECINCT 149 42 DISTRICT,572,197,76,394,451,845
JEFFERSON,M153,PRECINCT 153 42 DISTRICT,583,31,31,276,369,645
JEFFERSON,M154,PRECINCT 154 42 DISTRICT,234,17,19,115,155,270
JEFFERSON,M155,PRECINCT 155 42 DISTRICT,245,15,14,104,170,274
JEFFERSON,M156,PRECINCT 156 42 DISTRICT,241,12,10,83,180,263
JEFFERSON,M157,PRECINCT 157 42 DISTRICT,12,1,1,4,10,14
JEFFERSON,M158,PRECINCT 158 42 DISTRICT,23,1,2,12,14,26
JEFFERSON,M159,PRECINCT 159 42 DISTRICT,76,25,20,61,60,121
JEFFERSON,M160,PRECINCT 160 42 DISTRICT,133,35,25,87,106,193
JEFFERSON,M161,PRECINCT 161 42 DISTRICT,434,22,27,215,268,483
JEFFERSON,N101,PRECINCT 101 43 DISTRICT,954,157,84,508,687,1195
JEFFERSON,N102,PRECINCT 102 43 DISTRICT,861,364,148,580,793,1373
JEFFERSON,N103,PRECINCT 103 43 DISTRICT,990,38,60,491,597,1088
JEFFERSON,N104,PRECINCT 104 43 DISTRICT,1198,61,52,571,740,1311
JEFFERSON,N105,PRECINCT 105 43 DISTRICT,992,85,50,515,612,1127
JEFFERSON,N106,PRECINCT 106 43 DISTRICT,1112,51,66,525,704,1229
JEFFERSON,N107,PRECINCT 107 43 DISTRICT,1079,48,56,495,688,1183
JEFFERSON,N108,PRECINCT 108 43 DISTRICT,1220,67,70,577,780,1357
JEFFERSON,N109,PRECINCT 109 43 DISTRICT,913,40,41,445,549,994
JEFFERSON,N110,PRECINCT 110 43 DISTRICT,586,25,31,273,369,642
JEFFERSON,N111,PRECINCT 111 43 DISTRICT,539,18,25,232,350,582
JEFFERSON,N112,PRECINCT 112 43 DISTRICT,610,28,22,297,363,660
JEFFERSON,N113,PRECINCT 113 43 DISTRICT,483,26,29,224,314,538
JEFFERSON,N115,PRECINCT 115 43 DISTRICT,701,247,123,472,599,1071
JEFFERSON,N117,PRECINCT 117 43 DISTRICT,1031,243,126,600,800,1400
JEFFERSON,N119,PRECINCT 119 43 DISTRICT,849,60,43,392,560,952
JEFFERSON,N124,PRECINCT 124 43 DISTRICT,4,1,2,5,2,7
JEFFERSON,N125,PRECINCT 125 43 DISTRICT,454,425,79,446,512,958
JEFFERSON,N126,PRECINCT 126 43 DISTRICT,245,429,54,355,373,728
JEFFERSON,N127,PRECINCT 127 43 DISTRICT,132,28,22,63,119,182
JEFFERSON,N128,PRECINCT 128 43 DISTRICT,463,121,67,274,377,651
JEFFERSON,N130,PRECINCT 130 43 DISTRICT,819,459,145,687,736,1423
JEFFERSON,N131,PRECINCT 131 43 DISTRICT,347,515,80,436,506,942
JEFFERSON,N132,PRECINCT 132 43 DISTRICT,383,505,86,473,501,974
JEFFERSON,N133,PRECINCT 133 43 DISTRICT,326,414,79,403,416,819
JEFFERSON,N134,PRECINCT 134 43 DISTRICT,918,291,176,775,610,1385
JEFFERSON,N136,PRECINCT 136 43 DISTRICT,349,67,55,293,178,471
JEFFERSON,N137,PRECINCT 137 43 DISTRICT,195,6,7,92,116,208
JEFFERSON,N138,PRECINCT 138 43 DISTRICT,56,1,2,25,34,59
JEFFERSON,N139,PRECINCT 139 43 DISTRICT,101,7,5,42,71,113
JEFFERSON,N140,PRECINCT 140 43 DISTRICT,81,6,7,44,50,94
JEFFERSON,O105,PRECINCT 105 44 DISTRICT,1171,193,109,597,876,1473
JEFFERSON,O107,PRECINCT 107 44 DISTRICT,1281,256,102,679,960,1639
JEFFERSON,O109,PRECINCT 109 44 DISTRICT,826,240,85,562,589,1151
JEFFERSON,O111,PRECINCT 111 44 DISTRICT,666,212,70,413,535,948
JEFFERSON,O112,PRECINCT 112 44 DISTRICT,590,328,116,450,584,1034
JEFFERSON,O113,PRECINCT 113 44 DISTRICT,646,181,70,404,493,897
JEFFERSON,O114,PRECINCT 114 44 DISTRICT,548,280,80,437,471,908
JEFFERSON,O115,PRECINCT 115 44 DISTRICT,787,416,81,609,675,1284
JEFFERSON,O116,PRECINCT 116 44 DISTRICT,785,96,41,411,511,922
JEFFERSON,O117,PRECINCT 117 44 DISTRICT,773,127,50,397,553,950
JEFFERSON,O119,PRECINCT 119 44 DISTRICT,844,149,54,437,610,1047
JEFFERSON,O121,PRECINCT 121 44 DISTRICT,681,165,51,413,484,897
JEFFERSON,O123,PRECINCT 123 44 DISTRICT,429,180,63,292,380,672
JEFFERSON,O124,PRECINCT 124 44 DISTRICT,522,217,67,353,453,806
JEFFERSON,O126,PRECINCT 126 44 DISTRICT,693,222,93,438,570,1008
JEFFERSON,O127,PRECINCT 127 44 DISTRICT,788,308,110,539,667,1206
JEFFERSON,O128,PRECINCT 128 44 DISTRICT,716,399,90,592,613,1205
JEFFERSON,O129,PRECINCT 129 44 DISTRICT,972,525,123,700,920,1620
JEFFERSON,O130,PRECINCT 130 44 DISTRICT,660,321,100,481,600,1081
JEFFERSON,O131,PRECINCT 131 44 DISTRICT,525,262,106,405,488,893
JEFFERSON,O133,PRECINCT 133 44 DISTRICT,643,463,105,569,642,1211
JEFFERSON,O134,PRECINCT 134 44 DISTRICT,689,543,111,637,706,1343
JEFFERSON,O135,PRECINCT 135 44 DISTRICT,657,344,112,491,622,1113
JEFFERSON,O136,PRECINCT 136 44 DISTRICT,587,265,89,399,542,941
JEFFERSON,O137,PRECINCT 137 44 DISTRICT,818,447,78,603,740,1343
JEFFERSON,O138,PRECINCT 138 44 DISTRICT,266,124,32,193,229,422
JEFFERSON,O139,PRECINCT 139 44 DISTRICT,39,13,5,24,33,57
JEFFERSON,Q101,PRECINCT 101 46 DISTRICT,938,350,133,617,804,1421
JEFFERSON,Q103,PRECINCT 103 46 DISTRICT,766,417,100,561,722,1283
JEFFERSON,Q104,PRECINCT 104 46 DISTRICT,387,138,79,280,324,604
JEFFERSON,Q105,PRECINCT 105 46 DISTRICT,1001,527,127,754,901,1655
JEFFERSON,Q107,PRECINCT 107 46 DISTRICT,805,396,101,600,702,1302
JEFFERSON,Q109,PRECINCT 109 46 DISTRICT,738,639,104,711,770,1481
JEFFERSON,Q112,PRECINCT 112 46 DISTRICT,744,464,105,653,660,1313
JEFFERSON,Q113,PRECINCT 113 46 DISTRICT,286,229,46,262,299,561
JEFFERSON,Q114,PRECINCT 114 46 DISTRICT,572,538,97,550,657,1207
JEFFERSON,Q115,PRECINCT 115 46 DISTRICT,654,458,100,558,654,1212
JEFFERSON,Q116,PRECINCT 116 46 DISTRICT,732,435,112,568,711,1279
JEFFERSON,Q117,PRECINCT 117 46 DISTRICT,541,400,106,509,538,1047
JEFFERSON,Q118,PRECINCT 118 46 DISTRICT,714,539,149,666,736,1402
JEFFERSON,Q119,PRECINCT 119 46 DISTRICT,964,709,153,839,987,1826
JEFFERSON,Q122,PRECINCT 122 46 DISTRICT,753,111,45,377,532,909
JEFFERSON,Q123,PRECINCT 123 46 DISTRICT,1133,106,86,498,827,1325
JEFFERSON,Q124,PRECINCT 124 46 DISTRICT,771,185,91,483,564,1047
JEFFERSON,Q125,PRECINCT 125 46 DISTRICT,864,662,167,793,900,1693
JEFFERSON,Q126,PRECINCT 126 46 DISTRICT,314,239,55,280,328,608
JEFFERSON,Q127,PRECINCT 127 46 DISTRICT,498,201,64,371,392,763
JEFFERSON,Q128,PRECINCT 128 46 DISTRICT,674,525,151,645,705,1350
JEFFERSON,Q129,PRECINCT 129 46 DISTRICT,959,643,171,865,908,1773
JEFFERSON,Q130,PRECINCT 130 46 DISTRICT,274,215,48,250,287,537
JEFFERSON,Q131,PRECINCT 131 46 DISTRICT,1037,614,140,839,952,1791
JEFFERSON,Q132,PRECINCT Q132 46 DISTRICT,513,305,105,387,536,923
JEFFERSON,Q133,PRECINCT 133 46 DISTRICT,723,553,122,657,741,1398
JEFFERSON,Q134,PRECINCT 134 46 DISTRICT,488,175,65,310,418,728
JEFFERSON,Q135,PRECINCT 135 46 DISTRICT,27,26,11,31,33,64
JEFFERSON,Q136,PRECINCT 136 46 DISTRICT,366,158,62,239,347,586
JEFFERSON,S116,PRECINCT 116 48 DISTRICT,407,420,70,441,456,897
JEFFERSON,S117,PRECINCT 117 48 DISTRICT,520,505,111,487,649,1136
JEFFERSON,S118,PRECINCT 118 48 DISTRICT,528,494,110,525,607,1132
JEFFERSON,S119,PRECINCT 119 48 DISTRICT,624,431,89,540,604,1144
JEFFERSON,S122,PRECINCT 122 48 DISTRICT,699,516,133,558,790,1348
JEFFERSON,S125,PRECINCT 125 48 DISTRICT,722,698,141,752,809,1561
JEFFERSON,S126,PRECINCT 126 48 DISTRICT,446,598,125,589,580,1169
JEFFERSON,S128,PRECINCT 128 48 DISTRICT,414,410,83,436,471,907
JEFFERSON,S129,PRECINCT 129 48 DISTRICT,475,578,112,551,614,1165
JEFFERSON,S130,PRECINCT 130 48 DISTRICT,478,489,95,474,588,1062
JEFFERSON,S131,PRECINCT 131 48 DISTRICT,655,503,137,621,674,1295
JEFFERSON,S132,PRECINCT 132 48 DISTRICT,722,511,149,655,727,1382
JEFFERSON,S133,PRECINCT 133 48 DISTRICT,831,604,163,733,865,1598
JEFFERSON,S135,PRECINCT 135 48 DISTRICT,811,480,157,636,812,1448
JEFFERSON,S137,PRECINCT 137 48 DISTRICT,709,769,103,757,824,1581
JEFFERSON,S139,PRECINCT 139 48 DISTRICT,912,812,176,825,1075,1900
JEFFERSON,S140,PRECINCT 140 48 DISTRICT,365,551,122,512,526,1038
JEFFERSON,S141,PRECINCT 141 48 DISTRICT,866,679,130,777,898,1675
JEFFERSON,S142,PRECINCT 142 48 DISTRICT,433,310,99,375,467,842
JEFFERSON,S143,PRECINCT 143 48 DISTRICT,407,659,111,547,630,1177
JEFFERSON,S144,PRECINCT 144 48 DISTRICT,358,410,102,413,457,870
JEFFERSON,S145,PRECINCT 145 48 DISTRICT,506,434,96,479,557,1036
JEFFERSON,S146,PRECINCT 146 48 DISTRICT,464,388,112,437,527,964
JEFFERSON,S147,PRECINCT 147 48 DISTRICT,401,300,72,312,461,773
JEFFERSON,S148,PRECINCT 148 48 DISTRICT,192,296,39,256,271,527
JEFFERSON,S149,PRECINCT 149 48 DISTRICT,336,581,87,499,505,1004
JEFFERSON,S150,PRECINCT 150 48 DISTRICT,414,552,73,492,547,1039
JEFFERSON,S151,PRECINCT 151 48 DISTRICT,589,986,169,842,902,1744
JEFFERSON,S152,PRECINCT 152 48 DISTRICT,333,383,66,342,440,782
JEFFERSON,S153,PRECINCT 153 48 DISTRICT,481,637,116,595,639,1234
JEFFERSON,S154,PRECINCT 154 48 DISTRICT,773,911,154,830,1008,1838
JEFFERSON,S155,PRECINCT 155 48 DISTRICT,463,686,119,615,653,1268
JEFFERSON,S156,PRECINCT 156 48 DISTRICT,408,259,73,367,373,740
JEFFERSON,S157,PRECINCT 157 48 DISTRICT,376,469,87,461,471,932
JEFFERSON,S158,158 PRECINCT 48 DISTRICT,504,905,142,764,787,1551
JEFFERSON,S159,PRECINCT 159 48 DISTRICT,125,225,28,189,189,378
JEFFERSON,S160,PRECINCT 160 48 DISTRICT,491,822,137,693,757,1450
JEFFERSON,S161,PRECINCT 161 48 DISTRICT,384,334,81,392,407,799
JEFFERSON,S162,PRECINCT S162 48 DISTRICT,377,341,77,374,421,795
JEFFERSON,S163,PRECINCT 163 48 DISTRICT,413,636,83,555,577,1132
